att1,att2,att3,att4,att5,att6,class
0.0,4.0,2.0,201.7528614,2.00469012,12247.22813136,4
0.0,2.0,0.0,172.7488614,1.77000975,8960.33445838,4
0.0,3.0,1.0,195.1128614,2.02606225,12050.60948504,4
0.0,4.0,2.0,187.0328614,1.88432129,10698.3286336,4
0.0,4.0,2.0,194.5508614,2.1427737,12453.85597993,4
0.0,3.0,1.0,193.9788614,1.97326905,10038.94865633,4
0.0,3.0,1.0,175.4278614,1.94855998,9886.84837963,5
0.0,3.0,1.0,167.2988614,1.82190947,9237.22029982,5
0.0,3.0,1.0,162.1628614,1.83865879,9115.76782412,5
0.0,2.0,0.0,152.1228614,1.77121183,6661.76228821,5
0.0,3.0,1.0,157.1668614,1.77060741,6909.18411373,5
0.0,2.0,0.0,152.6548614,1.72390533,5971.70651707,5
0.0,2.0,0.0,154.9188614,1.77673099,6394.65838259,5
0.0,2.0,0.0,133.7888614,1.33020044,3193.35524586,5
0.0,3.0,1.0,165.6788614,1.74909365,6871.44036713,5
0.0,3.0,1.0,159.4588614,1.69654766,7908.00339705,5
0.0,3.0,1.0,152.4208614,1.62051535,6407.95092597,5
0.0,2.0,0.0,157.2268614,1.8167647,7665.67098528,5
0.0,3.0,1.0,152.2388614,1.67293046,6403.84205464,5
0.0,3.0,1.0,165.8928614,1.74283043,8894.77132927,5
0.0,3.0,1.0,152.2468614,1.73749199,7674.50611607,5
0.0,3.0,1.0,155.9348614,1.68071084,7086.93940095,5
0.0,3.0,1.0,145.4818614,1.65757688,5967.15809076,5
0.0,4.0,2.0,158.0948614,1.67964795,7023.2511188,5
0.0,3.0,1.0,152.3708614,1.67820523,6924.09582833,5
0.0,2.0,0.0,153.5288614,1.68838759,5951.87584722,5
0.0,2.0,0.0,150.9068614,1.73502529,6092.58605556,5
0.0,3.0,1.0,146.0448614,1.66535045,6194.82269664,5
0.0,3.0,1.0,218.9628614,2.30517184,16695.46779172,6
0.0,3.0,1.0,209.5508614,2.24877236,14877.19003563,6
0.0,3.0,1.0,192.0848614,2.13357714,11188.26743756,6
0.0,2.0,0.0,189.4708614,2.1623047,10536.85473618,6
0.0,2.0,0.0,204.0348614,1.9800269,13630.70528952,6
0.0,3.0,1.0,212.2048614,2.18293838,15406.87537833,6
0.0,2.0,0.0,177.7188614,1.82454725,9479.15525737,6
0.0,3.0,1.0,198.9088614,2.01168233,13538.297111,6
0.0,3.0,1.0,200.6528614,1.98150579,13896.45950601,6
0.0,2.0,0.0,201.2068614,2.11971892,12258.61997845,6
0.0,3.0,1.0,201.0168614,2.10454999,13094.210522,6
0.0,2.0,0.0,159.6338614,1.78143368,6340.38078721,6
0.0,2.0,0.0,170.6648614,1.86974515,7974.71243016,6
0.0,2.0,0.0,181.0848614,1.84691324,9637.59388761,6
0.0,3.0,1.0,180.5488614,1.81437358,10620.25549976,6
0.0,3.0,1.0,216.5968614,2.14554091,15700.48819764,6
0.0,2.0,0.0,181.1928614,1.88792251,9893.58091093,6
0.0,3.0,1.0,197.2788614,2.05412842,12679.95690863,6
0.0,3.0,1.0,206.5988614,2.02416414,14745.69674039,6
1.0,1.0,1.0,161.7828614,1.62993224,5845.27094085,7
1.0,1.0,1.0,136.6488614,1.4674947,3665.44948044,7
1.0,1.0,1.0,137.2208614,1.50904525,3737.86499584,7
1.0,1.0,1.0,143.3328614,1.55628436,4119.68680294,7
1.0,1.0,1.0,161.2028614,1.66942096,5656.88277755,7
1.0,1.0,1.0,140.2648614,1.51071276,4096.72040869,7
1.0,1.0,1.0,142.9928614,1.44062648,4567.22010516,7
1.0,1.0,1.0,133.2008614,1.46483651,3366.4763764,7
1.0,1.0,1.0,133.3588614,1.37003378,3378.03488451,7
1.0,1.0,1.0,134.9208614,1.55901769,3429.91743911,7
1.0,1.0,1.0,138.9068614,1.38108633,3649.43149165,7
1.0,1.0,1.0,147.1938614,1.46438996,3982.20179452,7
1.0,1.0,1.0,157.7708614,1.50116153,5613.3150985,7
1.0,1.0,1.0,131.8868614,1.36766818,3046.96522533,7
1.0,1.0,1.0,135.5248614,1.43477852,3419.24036202,7
1.0,1.0,1.0,130.8528614,1.43034624,3260.08948999,7
1.0,1.0,1.0,137.0128614,1.43150424,3631.85940286,7
1.0,1.0,1.0,167.1828614,1.64294572,5841.681693,7
1.0,1.0,1.0,138.7748614,1.481761,3734.58627414,7
0.0,2.0,0.0,172.8148614,1.83864757,7520.91509495,8
0.0,2.0,0.0,154.0168614,1.64805209,5139.93730818,8
0.0,2.0,0.0,150.5588614,1.76812711,5307.03396266,8
0.0,2.0,0.0,149.7328614,1.62217366,4621.76782471,8
0.0,2.0,0.0,151.6848614,1.63133475,5022.42993875,8
0.0,2.0,0.0,154.7448614,1.81728649,6011.44364421,8
0.0,2.0,0.0,152.3708614,1.6446998,5102.27993552,8
0.0,2.0,0.0,169.2588614,1.93480783,7679.00123093,8
0.0,2.0,0.0,176.8008614,1.83715458,7854.61924499,8
0.0,2.0,0.0,148.9888614,1.72738051,5284.6019276,8
0.0,2.0,0.0,154.7868614,1.72464672,5859.66736356,8
0.0,2.0,0.0,147.2688614,1.62697994,4890.22305277,8
0.0,2.0,0.0,165.9008614,1.77649494,7074.89138869,8
0.0,2.0,0.0,153.5288614,1.69874589,5613.87072879,8
0.0,2.0,0.0,148.0288614,1.65063663,5120.63827273,8
0.0,2.0,0.0,150.5348614,1.60388471,5077.80881589,8
0.0,2.0,0.0,154.5788614,1.73592314,5632.26044499,8
0.0,2.0,0.0,151.2708614,1.61750536,4878.17346963,8
2.0,0.0,2.0,136.7328614,1.28643582,2217.58209484,9
2.0,0.0,2.0,126.0638614,1.2799029,1997.84021217,9
2.0,0.0,2.0,121.4248614,1.23843143,1917.77165915,9
2.0,0.0,2.0,132.1998614,1.26434746,2081.76974584,9
2.0,0.0,2.0,129.5208614,1.20722176,2127.84117027,9
2.0,0.0,2.0,132.8278614,1.36730147,2099.97335539,9
2.0,0.0,2.0,133.0848614,1.32982522,1885.38738276,9
2.0,0.0,2.0,134.3668614,1.30626471,1958.66597124,9
2.0,0.0,2.0,131.6708614,1.37380805,1992.5270729,9
2.0,0.0,2.0,128.7758614,1.32032727,1830.49452992,9
2.0,0.0,2.0,125.6008614,1.22541882,1749.44054597,9
2.0,0.0,2.0,130.8928614,1.33412538,1668.25292013,9
2.0,0.0,2.0,137.0548614,1.36607095,2099.03596361,9
1.0,1.0,1.0,204.3488614,2.03554218,8672.42843814,9
2.0,0.0,2.0,126.8588614,1.40042317,2670.50196768,9
2.0,0.0,2.0,137.9308614,1.40038634,2457.48655277,9
2.0,0.0,2.0,139.3368614,1.32576532,2369.10541916,9
2.0,0.0,2.0,132.9028614,1.34154079,1871.07382526,9
1.0,1.0,1.0,131.7958614,1.30552867,2636.67560748,9
2.0,0.0,2.0,130.0828614,1.23142699,1876.73328231,9
2.0,0.0,2.0,131.9528614,1.25909403,2395.10397487,9
2.0,0.0,2.0,128.6768614,1.28658651,1777.7531838,9
2.0,0.0,2.0,134.0188614,1.26583927,1898.30142727,9
2.0,0.0,2.0,131.7528614,1.28544052,1788.36662582,9
1.0,1.0,1.0,143.2988614,1.43278582,4600.99164877,10
1.0,1.0,1.0,128.4698614,1.40429778,3095.0575273,10
1.0,1.0,1.0,157.6808614,1.58961946,5287.67761181,10
1.0,1.0,1.0,139.0968614,1.4502967,3412.50086163,10
1.0,1.0,1.0,162.2868614,1.57395839,5573.32435337,10
1.0,1.0,1.0,136.2528614,1.45901906,3523.05006057,10
1.0,1.0,1.0,161.2028614,1.66942096,5656.88277755,10
1.0,1.0,1.0,134.7968614,1.34022251,3433.30540507,10
1.0,1.0,1.0,133.3588614,1.37003378,3378.03488451,10
1.0,1.0,1.0,123.2368614,1.40070069,2867.35651487,10
1.0,1.0,1.0,146.3508614,1.56377391,4257.20242481,10
1.0,1.0,1.0,143.7368614,1.3731089,3940.94315675,10
1.0,1.0,1.0,143.0268614,1.61388531,4249.8857926,10
1.0,1.0,1.0,145.8628614,1.36702261,4350.23617458,10
1.0,2.0,2.0,149.8908614,1.65976986,4528.5788619,10
1.0,1.0,1.0,128.5948614,1.28335053,2595.60022779,10
1.0,1.0,1.0,152.5288614,1.46213728,4580.15427612,10
1.0,1.0,1.0,135.0448614,1.33936477,3242.8086737,10
1.0,1.0,1.0,150.5928614,1.49449261,5004.58936897,10
1.0,1.0,1.0,142.9928614,1.52135919,4346.46458848,10
1.0,1.0,1.0,138.7008614,1.47779849,3694.51374331,10
