att1,att2,att3,att4,att5,att6,class
0.0,4.0,2.0,188.7188614,1.9744365,10852.68011351,4
0.0,3.0,1.0,203.0918614,2.22165575,13438.73143497,4
0.0,4.0,2.0,175.4788614,1.82714009,9665.15932153,4
0.0,3.0,1.0,170.3588614,1.97514482,9086.68506681,4
0.0,3.0,1.0,153.2488614,1.79043289,6610.25112281,4
0.0,2.0,0.0,159.8888614,1.68208846,7059.0392526,4
0.0,3.0,1.0,153.4228614,1.6300112,5676.85666709,4
0.0,3.0,1.0,178.7128614,1.8051096,9524.78281074,4
0.0,3.0,1.0,206.6408614,2.156019,12907.01105402,4
0.0,4.0,2.0,174.4528614,1.77579388,8610.95777217,4
0.0,3.0,1.0,182.5168614,1.89783806,11437.4361311,4
0.0,3.0,1.0,195.3928614,2.03034583,11234.78105944,4
0.0,3.0,1.0,190.3148614,2.02339858,10211.8243526,4
0.0,2.0,0.0,154.5048614,1.62771228,6124.55730439,4
0.0,3.0,1.0,198.9988614,2.1480051,12700.22835718,4
0.0,3.0,1.0,187.0488614,2.02197872,11459.15405952,4
0.0,3.0,1.0,202.3068614,2.10935725,13632.60453718,4
0.0,4.0,1.0,177.6288614,2.04565775,9595.30306345,4
0.0,3.0,1.0,178.5228614,1.95583468,8373.7830226,4
0.0,3.0,1.0,153.6788614,1.73965609,6301.46317646,4
0.0,3.0,1.0,191.5228614,2.13396197,10939.17494133,4
0.0,3.0,1.0,186.1888614,2.0713013,10971.96773074,4
0.0,3.0,1.0,181.8968614,1.8965519,9601.78494553,4
0.0,3.0,1.0,155.9528614,1.78858971,7817.27599614,5
0.0,2.0,0.0,145.8128614,1.62975073,5873.68801386,5
0.0,2.0,0.0,156.9948614,1.71353222,6757.23655226,5
0.0,3.0,1.0,152.1648614,1.77776833,8090.03082449,5
0.0,2.0,0.0,152.2648614,1.69390587,5996.5288181,5
0.0,3.0,1.0,138.0968614,1.53035213,5602.35019121,5
0.0,2.0,0.0,146.2688614,1.59407792,5163.62160963,5
0.0,3.0,1.0,163.6848614,1.75402979,7703.2111002,5
0.0,3.0,1.0,167.6128614,1.96161757,8222.61415622,5
0.0,3.0,1.0,152.1888614,1.7570769,7573.70828693,5
0.0,3.0,1.0,164.2888614,1.73441924,8314.07354031,5
0.0,3.0,1.0,179.2408614,1.9592731,10298.70077143,5
0.0,3.0,1.0,158.1288614,1.80906604,7696.02357646,5
0.0,3.0,1.0,152.8508614,1.78731651,7950.14029821,5
0.0,2.0,0.0,153.7688614,1.54134861,6642.73158437,5
0.0,3.0,1.0,168.5308614,1.64524762,7900.77406805,5
0.0,3.0,1.0,179.9028614,1.82415887,9869.9873149,5
0.0,3.0,1.0,174.6508614,1.84123528,9831.74303453,5
0.0,2.0,0.0,146.4008614,1.58842002,5818.68168787,5
0.0,3.0,1.0,176.3948614,1.88344649,9628.85020876,5
0.0,3.0,1.0,157.1768614,1.70913414,5932.05290181,5
0.0,3.0,1.0,143.6048614,1.57447299,5483.12744176,5
0.0,2.0,0.0,176.4128614,1.8959012,8599.26665274,5
0.0,2.0,0.0,209.7988614,2.05551632,13672.51993,6
0.0,3.0,1.0,217.6228614,2.08492307,15740.51937416,6
0.0,2.0,0.0,179.4488614,1.85712599,11172.93900744,6
0.0,3.0,1.0,191.7708614,1.88229489,11819.86541611,6
0.0,2.0,0.0,190.4308614,1.85239842,11344.8203844,6
0.0,2.0,0.0,195.1858614,2.01592333,12302.18837724,6
0.0,2.0,0.0,201.5038614,2.03531269,12698.62604121,6
0.0,2.0,0.0,157.4748614,1.85417344,8127.9897228,6
0.0,3.0,1.0,193.6648614,1.90434653,13225.58060665,6
0.0,3.0,1.0,187.7848614,1.85556786,12254.04003149,6
0.0,3.0,1.0,210.6608614,2.1875135,15847.07312158,6
0.0,3.0,1.0,179.6368614,1.81794197,10675.40951168,6
0.0,2.0,0.0,195.0208614,1.94020721,12147.48413541,6
0.0,2.0,0.0,184.3608614,1.91441292,9131.48776434,6
0.0,3.0,1.0,196.4018614,2.01903189,12940.92032898,6
0.0,3.0,1.0,197.8328614,2.00986233,12181.28685272,6
0.0,2.0,0.0,211.3208614,2.09845989,13706.80340082,6
0.0,3.0,1.0,226.4628614,2.32190325,17572.19994308,6
0.0,3.0,1.0,222.6188614,2.25147551,14513.15930173,6
0.0,2.0,0.0,180.1428614,1.68550554,10686.68939944,6
0.0,2.0,0.0,185.4128614,1.93984808,11749.992101,6
0.0,3.0,1.0,214.3558614,2.0826517,15228.18159088,6
0.0,2.0,0.0,201.6128614,2.01838054,13667.14342639,6
0.0,3.0,1.0,198.0228614,1.94014029,12364.96594523,6
0.0,2.0,0.0,179.0768614,1.80647171,10529.91705526,6
0.0,2.0,0.0,169.6068614,1.71643743,9130.22574687,6
0.0,3.0,1.0,191.8948614,1.87109434,11377.51030788,6
1.0,1.0,1.0,167.2728614,1.59247747,5751.33709351,7
1.0,1.0,1.0,133.3408614,1.39123225,3276.39505791,7
1.0,1.0,1.0,171.9968614,1.78602449,6515.44558864,7
1.0,1.0,1.0,152.5288614,1.46213728,4580.15427612,7
1.0,1.0,1.0,141.4628614,1.42794667,3822.6186301,7
1.0,1.0,1.0,149.2448614,1.5657604,4420.0811225,7
1.0,1.0,1.0,154.8848614,1.45157654,4985.37701844,7
1.0,1.0,1.0,150.4288614,1.51073307,4752.26734605,7
1.0,1.0,1.0,136.0968614,1.43880912,3489.15283369,7
1.0,1.0,1.0,140.4038614,1.63060254,3943.38056624,7
1.0,1.0,1.0,143.2988614,1.43278582,4600.99164877,7
1.0,1.0,1.0,138.5028614,1.44410334,3744.57949444,7
1.0,1.0,1.0,136.9388614,1.45077032,3536.37415995,7
1.0,1.0,1.0,140.5948614,1.54850494,3612.776887,7
1.0,1.0,1.0,138.4608614,1.41126221,3502.29950982,7
1.0,1.0,1.0,154.2228614,1.54201036,4594.75990722,7
1.0,1.0,1.0,144.1088614,1.48243901,4300.67317037,7
1.0,1.0,1.0,142.0418614,1.51882173,4052.2881043,7
1.0,1.0,1.0,140.2148614,1.44817052,3921.89822664,7
0.0,2.0,0.0,146.7308614,1.67044565,5143.93466753,8
0.0,2.0,0.0,149.5208614,1.89772546,7289.73660448,8
0.0,2.0,0.0,154.8188614,1.70257397,5592.53360954,8
0.0,2.0,0.0,149.5668614,1.64732211,5125.74435269,8
0.0,2.0,0.0,149.2528614,1.61816722,5040.41472044,8
0.0,2.0,0.0,163.9568614,1.74938773,7541.67163544,8
0.0,2.0,0.0,150.7008614,1.66617383,5275.07276487,8
0.0,2.0,0.0,184.5988614,1.92210034,7624.82776308,8
0.0,2.0,0.0,154.0908614,1.68689446,5242.93256633,8
0.0,2.0,0.0,167.4888614,1.89751472,7774.27467227,8
0.0,2.0,0.0,149.2708614,1.60072622,5011.89949289,8
0.0,2.0,0.0,147.9128614,1.65452163,4736.96285255,8
2.0,0.0,2.0,138.2128614,1.33418051,2691.37208846,9
2.0,0.0,2.0,139.0468614,1.39289912,2362.85865913,9
2.0,0.0,2.0,140.5698614,1.40285859,2524.03089128,9
2.0,0.0,2.0,135.2838614,1.40670215,2188.46252681,9
2.0,0.0,2.0,123.9378614,1.23998234,1710.51752046,9
2.0,0.0,2.0,130.5788614,1.3080711,1888.41090497,9
2.0,0.0,2.0,136.2028614,1.33124748,2239.21952735,9
2.0,0.0,2.0,131.4968614,1.31149144,2063.88927705,9
2.0,0.0,2.0,135.5328614,1.28883802,1940.11192581,9
2.0,0.0,2.0,128.6268614,1.34388769,1933.91509188,9
2.0,0.0,2.0,134.0688614,1.24893064,1891.98487864,9
2.0,0.0,2.0,133.0608614,1.34227661,2114.70275474,9
2.0,0.0,2.0,126.4938614,1.27684741,1847.04250082,9
2.0,0.0,2.0,132.2738614,1.29129617,2050.73282852,9
2.0,0.0,2.0,138.4438614,1.417581,2797.93667312,9
2.0,0.0,2.0,133.9118614,1.37845993,1917.92142411,9
2.0,0.0,2.0,133.0688614,1.3527768,1753.58875378,9
2.0,0.0,2.0,133.2668614,1.29326905,1878.88537812,9
1.0,1.0,1.0,128.7758614,1.36718467,2948.40160065,10
1.0,1.0,1.0,151.7428614,1.60309246,5137.84818962,10
1.0,2.0,1.0,139.8508614,1.4581583,3524.81650366,10
1.0,1.0,1.0,130.3808614,1.48673376,3279.72721077,10
1.0,1.0,1.0,141.9828614,1.50103561,3979.94990023,10
1.0,1.0,1.0,138.2618614,1.46997902,3464.45337998,10
1.0,1.0,1.0,141.4628614,1.42794667,3822.6186301,10
1.0,1.0,1.0,138.5768614,1.44290507,3575.01636406,10
0.0,3.0,1.0,186.3128614,1.95060617,11687.23976618,10
1.0,1.0,1.0,135.3268614,1.37573161,2986.02659506,10
1.0,1.0,1.0,142.3728614,1.53903581,4074.16566155,10
1.0,1.0,1.0,150.3608614,1.50339582,4641.7236044,10
1.0,1.0,1.0,134.9288614,1.32197322,3476.29844333,10
1.0,1.0,1.0,134.5988614,1.52122142,3870.75302081,10
1.0,1.0,1.0,134.7808614,1.42489643,3456.04683324,10
1.0,1.0,1.0,133.8788614,1.34623139,3355.43267496,10
1.0,1.0,1.0,128.3548614,1.33194156,2880.56601621,10
1.0,1.0,1.0,132.9608614,1.41968233,3583.98301349,10
1.0,1.0,1.0,138.1788614,1.42905917,3696.04171885,10
1.0,1.0,1.0,130.0428614,1.36430803,2948.69709163,10
1.0,1.0,1.0,134.6728614,1.54198735,3766.76322195,10
1.0,1.0,1.0,133.9208614,1.56462053,3808.02131663,10
