att1,att2,att3,att4,att5,att6,class
0.0,2.0,0.0,190.2568614,1.91802611,10275.86294353,3
0.0,2.0,0.0,200.4558614,2.13577166,12815.77671948,3
0.0,2.0,0.0,192.8708614,2.18155665,11221.6569331,3
1.0,1.0,1.0,159.7228614,1.65744807,5540.35815029,3
0.0,2.0,0.0,190.1908614,2.07275185,11045.90834198,3
0.0,2.0,0.0,199.5868614,2.19656638,12487.67305285,3
0.0,2.0,0.0,183.8068614,1.94047334,10132.94264009,3
0.0,2.0,0.0,200.6688614,2.12295239,11510.31494346,3
0.0,2.0,0.0,183.2368614,1.82866656,9885.66800306,3
0.0,2.0,0.0,181.4328614,1.92079866,9503.11704631,3
0.0,2.0,0.0,184.9648614,1.77204502,9752.96041273,3
0.0,2.0,0.0,193.0688614,1.9769078,10611.24254896,3
0.0,3.0,1.0,209.0628614,2.29042035,12900.69522784,4
0.0,4.0,2.0,192.5408614,2.0767773,11453.76968535,4
0.0,3.0,1.0,189.4968614,1.90188189,10333.62081635,4
0.0,3.0,1.0,172.3788614,1.91173167,8420.24727832,4
0.0,2.0,0.0,183.1448614,2.03427634,9036.09197813,4
0.0,2.0,0.0,152.6368614,1.75783809,6438.94189014,4
0.0,3.0,1.0,207.6748614,2.30139674,14634.75337433,4
0.0,3.0,1.0,175.7268614,1.85517172,8390.67616432,4
0.0,2.0,0.0,171.5668614,1.74983765,9298.72756729,4
0.0,3.0,1.0,183.8808614,1.94946287,10131.45146871,4
0.0,2.0,0.0,189.4548614,1.97266251,10830.3120798,4
0.0,2.0,0.0,172.0128614,1.77897367,8697.08466225,4
0.0,3.0,1.0,190.2088614,1.99139542,11393.36727149,4
0.0,4.0,2.0,203.7948614,2.20138554,13935.99948462,4
0.0,4.0,2.0,162.7768614,1.78064324,6368.28511708,4
0.0,2.0,0.0,161.7168614,1.59504786,6200.3226653,4
0.0,4.0,2.0,211.3628614,2.20227607,15845.4204244,4
0.0,2.0,0.0,167.6058614,1.94158731,8221.39890301,4
0.0,3.0,1.0,170.1368614,1.94324951,8860.47527332,5
0.0,3.0,1.0,169.7128614,1.86212613,9081.4112201,5
0.0,3.0,1.0,152.8668614,1.79523171,6631.01559274,5
0.0,2.0,0.0,168.2008614,1.8076472,8384.33337408,5
0.0,3.0,1.0,171.2528614,1.90366257,8865.65128378,5
0.0,2.0,0.0,136.3928614,1.36803896,3387.76163148,5
0.0,3.0,1.0,164.8928614,1.80924005,7835.67050126,5
0.0,3.0,1.0,158.1028614,1.78257426,6902.26456977,5
0.0,3.0,1.0,163.0148614,1.89319898,8200.81666235,5
0.0,2.0,0.0,158.6488614,1.7137199,7364.01490889,5
0.0,3.0,1.0,149.6758614,1.73242169,5827.96989315,5
0.0,3.0,1.0,155.7948614,1.69410633,6382.72416538,5
0.0,3.0,1.0,154.9768614,1.82476097,6841.24582786,5
0.0,2.0,0.0,164.4048614,1.80116276,7544.11989085,5
0.0,3.0,1.0,156.6048614,1.79458484,7836.86748431,5
0.0,4.0,2.0,164.2148614,1.82401191,7819.85176305,5
0.0,2.0,0.0,148.1288614,1.62776627,6230.0109315,5
0.0,3.0,1.0,153.0568614,1.6261227,6476.26917055,5
0.0,3.0,1.0,161.5668614,1.8230868,8481.51096463,5
0.0,2.0,0.0,186.1888614,2.11965206,11926.49860138,6
0.0,3.0,1.0,221.4098614,2.25524821,16320.75440096,6
0.0,2.0,0.0,179.4888614,1.77359218,10886.3583669,6
0.0,3.0,1.0,215.3148614,2.16100379,15196.92998964,6
0.0,3.0,1.0,194.4748614,2.00188244,12748.97861102,6
0.0,2.0,0.0,192.5568614,1.92167826,11324.82093234,6
0.0,3.0,1.0,183.8148614,1.83100068,11323.38392327,6
0.0,3.0,1.0,205.4408614,2.00078727,14158.11916279,6
0.0,2.0,0.0,186.4688614,2.01423065,10513.02171566,6
0.0,2.0,0.0,152.5058614,1.66703412,6263.50538562,6
0.0,3.0,1.0,186.0388614,1.80967565,10115.29872417,6
0.0,3.0,1.0,227.0688614,2.30538785,17080.82421909,6
0.0,3.0,1.0,201.9348614,1.94022786,12500.56686749,6
0.0,3.0,1.0,198.6008614,2.01115404,13512.77788,6
0.0,3.0,1.0,208.3848614,2.05283625,14716.93108522,6
0.0,3.0,1.0,187.7768614,1.80419515,10927.11757301,6
0.0,2.0,0.0,188.1328614,1.96023321,12290.77514409,6
0.0,3.0,1.0,185.0628614,2.0213961,10928.32630144,6
0.0,2.0,0.0,208.3688614,2.16518068,14598.33255063,6
0.0,3.0,1.0,217.9868614,2.12550758,15088.9268678,6
0.0,3.0,1.0,196.7568614,1.96852706,11902.35644751,6
1.0,1.0,1.0,144.9948614,1.58493175,4479.01038962,7
1.0,1.0,1.0,159.5168614,1.50836574,5529.82243893,7
1.0,1.0,1.0,133.8128614,1.55537559,3787.03556031,7
1.0,1.0,1.0,171.9468614,1.76645935,6143.4148589,7
1.0,1.0,1.0,149.6348614,1.54236423,4258.51180153,7
1.0,1.0,1.0,142.0168614,1.47872341,4026.33835559,7
1.0,1.0,1.0,141.6618614,1.54849889,4162.40206726,7
1.0,1.0,1.0,135.6488614,1.46206249,3736.66291173,7
1.0,1.0,1.0,144.8048614,1.53627337,4127.36785739,7
1.0,1.0,1.0,136.7908614,1.38433641,3384.28945986,7
1.0,1.0,1.0,130.6788614,1.33456011,2708.41953597,7
1.0,1.0,1.0,155.0088614,1.65391432,5159.22849324,7
1.0,1.0,1.0,135.0448614,1.48398812,3865.48970786,7
1.0,1.0,1.0,133.7808614,1.44509656,3121.22425902,7
1.0,1.0,1.0,127.0808614,1.32501159,2986.68437693,7
1.0,1.0,1.0,141.9508614,1.52998726,4273.27750355,7
1.0,1.0,1.0,136.9888614,1.41295889,3650.41682253,7
1.0,1.0,1.0,131.2908614,1.24146523,2419.4578856,7
1.0,1.0,1.0,145.8808614,1.63179211,4727.12767387,7
1.0,1.0,1.0,140.0728614,1.38923209,3528.4833271,7
1.0,1.0,1.0,139.6188614,1.38558598,3607.86202134,7
1.0,1.0,1.0,144.1428614,1.51014693,4200.74765527,7
1.0,1.0,1.0,152.4048614,1.62034524,5243.2677536,7
1.0,1.0,1.0,134.6328614,1.50953883,3598.94277931,7
1.0,1.0,1.0,139.2148614,1.61542547,4018.88664567,7
1.0,1.0,1.0,133.6228614,1.33687952,3103.29714343,7
0.0,2.0,0.0,182.9788614,1.85176333,8128.64682645,8
0.0,2.0,0.0,175.7008614,1.89375448,7733.44326697,8
0.0,2.0,0.0,148.6408614,1.6371232,4923.79639693,8
0.0,2.0,0.0,148.4588614,1.70829928,5631.35960126,8
0.0,2.0,0.0,165.9828614,1.77865492,6568.86108164,8
0.0,2.0,0.0,148.2768614,1.83252366,5463.70324565,8
0.0,2.0,0.0,145.4488614,1.65450406,5280.83295423,8
0.0,2.0,0.0,151.0728614,1.71153458,5379.30824137,8
0.0,2.0,0.0,158.7388614,1.73777798,6341.38431625,8
0.0,3.0,1.0,166.5048614,1.74804813,7388.36240775,8
0.0,2.0,0.0,167.8028614,1.90878438,6848.91242806,8
0.0,2.0,0.0,147.7888614,1.61912361,4827.52590111,8
0.0,3.0,1.0,158.3748614,1.77294169,6822.50492163,8
0.0,3.0,1.0,161.8148614,1.79180657,7290.58156474,8
0.0,2.0,0.0,149.3528614,1.58452432,4844.88390185,8
0.0,2.0,0.0,163.3288614,1.84444499,6493.59174077,8
0.0,2.0,0.0,179.2568614,1.96982729,8722.85451167,8
0.0,2.0,0.0,171.4168614,1.80462257,7635.35465866,8
0.0,2.0,0.0,156.8208614,1.78096884,5914.95564534,8
0.0,2.0,0.0,156.1508614,1.81502163,5879.71566398,8
0.0,3.0,1.0,148.8728614,1.63718462,5111.11826856,8
2.0,0.0,2.0,141.0648614,1.35068492,2055.06725028,9
2.0,0.0,2.0,134.2588614,1.30989019,1879.32113089,9
2.0,0.0,2.0,137.3188614,1.27573303,1898.09920975,9
2.0,0.0,2.0,136.8968614,1.38097298,2133.62480656,9
2.0,0.0,2.0,134.8048614,1.2564722,1864.70187093,9
2.0,0.0,2.0,130.8848614,1.36281359,2055.45008602,9
2.0,0.0,2.0,137.1528614,1.38178957,2300.60504637,9
2.0,0.0,2.0,132.8868614,1.29650434,2076.59607864,9
2.0,0.0,2.0,130.4308614,1.26875402,1916.95007959,9
2.0,0.0,2.0,130.9668614,1.32882179,1835.49317686,9
2.0,0.0,2.0,131.1488614,1.34554645,2211.30686332,9
2.0,0.0,2.0,134.4328614,1.31315952,2298.11707873,9
2.0,0.0,2.0,132.1508614,1.28472158,2083.88438138,9
2.0,0.0,2.0,122.4508614,1.38839036,2048.90041441,9
2.0,0.0,2.0,135.4088614,1.39201741,2407.18951011,9
1.0,1.0,1.0,145.4828614,1.59626934,4437.11299763,10
1.0,1.0,1.0,149.5348614,1.51428165,4363.93137513,10
1.0,1.0,1.0,142.5888614,1.61934016,4173.60813214,10
1.0,1.0,1.0,145.8808614,1.63179211,4727.12767387,10
1.0,2.0,2.0,159.5988614,1.60895529,5502.82720887,10
1.0,1.0,1.0,134.9708614,1.42891341,3370.49744682,10
1.0,1.0,1.0,138.2708614,1.49799681,4050.59044813,10
1.0,1.0,1.0,134.6728614,1.34065608,2783.46355729,10
1.0,1.0,1.0,132.5228614,1.48941457,3423.61798064,10
1.0,1.0,1.0,134.6888614,1.33831772,3260.97243004,10
1.0,1.0,1.0,127.3708614,1.46442424,3225.83347319,10
1.0,1.0,1.0,134.4828614,1.302759,2915.8465488,10
1.0,1.0,1.0,138.7828614,1.45600128,3590.40935171,10
1.0,1.0,1.0,139.2148614,1.61542547,4018.88664567,10
1.0,1.0,1.0,153.2568614,1.66774773,5103.71986701,10
1.0,1.0,1.0,159.2688614,1.58353623,5357.0823425,10
