V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,Class
4.17,3.2723,0,0,0,0,0,22.2,1,3,0,-1.19,2.555,0.971,8.597000000000001,0,1.083,1.162,0,0,0,1.018,0,0,0,0,1.848,0.46,0,9.118,1.5419999999999998,0,0,0,2,3.333,4.433,0,7.2989999999999995,0,0,2
4.414,3.135,0,0,0,0,1,46.2,0,1,0,0.0,2.884,0.802,9.183,2,0.998,1.112,0,0,0,1.264,1,0,0,0,2.101,-0.08,0,0.0,0.975,0,1,0,1,3.5660000000000003,2.524,0,7.811,0,0,2
5.156000000000001,2.4524,0,0,0,0,4,55.6,0,6,0,-3.2960000000000003,3.7880000000000003,0.75,10.812999999999999,16,1.103,1.093,0,0,0,1.225,6,0,0,0,2.532,0.0,0,44.736000000000004,1.508,0,0,0,0,3.986,3.2710000000000004,0,9.007,4,0,2
5.12,3.2785,0,0,0,0,3,36.8,3,6,0,-1.775,4.156000000000001,2.419,10.777999999999999,18,1.004,1.131,0,0,0,1.195,1,0,0,0,2.4,0.0,0,36.905,3.3680000000000003,0,0,0,0,3.852,2.481,0,9.032,3,0,2
4.963,2.736,0,0,0,0,3,52.4,0,2,0,-0.884,3.532,0.985,10.277000000000001,4,1.0090000000000001,1.099,0,0,0,1.296,3,0,0,0,2.359,0.001,0,10.645,1.7619999999999998,0,0,0,1,3.8810000000000002,2.59,0,8.68,0,0,2
4.362,2.3925,0,0,0,0,0,31.6,0,1,2,0.225,2.93,0.75,9.272,2,0.992,1.147,0,0,0,1.177,1,0,0,0,2.0909999999999997,0.040999999999999995,0,10.572000000000001,1.0170000000000001,0,0,2,1,3.355,2.333,1,7.556,0,0,2
4.343,3.9399,0,0,0,0,0,33.3,0,4,0,-2.5140000000000002,3.0469999999999997,1.5,9.309,4,1.09,1.139,0,0,0,1.1079999999999999,0,0,0,0,2.0,-0.09699999999999999,0,19.107,2.682,0,0,0,2,3.5189999999999997,4.167,0,8.016,0,0,2
4.882,3.2502,0,0,0,0,2,44.4,0,4,0,-2.254,3.451,1.258,10.136000000000001,8,1.053,1.1159999999999999,0,0,0,1.194,1,0,0,0,2.2880000000000003,0.005,0,20.766,2.011,0,0,0,2,3.762,3.389,0,8.529,0,0,2
4.843999999999999,2.3785,0,0,0,0,3,50.0,0,3,0,-0.439,3.716,0.625,10.35,9,1.015,1.104,0,0,0,1.266,2,0,0,0,2.286,0.0,0,11.622,3.405,0,2,0,1,3.736,2.573,0,8.765,1,0,2
4.882,3.3902,0,0,0,0,0,41.2,0,4,1,-2.476,3.4589999999999996,1.258,10.136000000000001,4,1.069,1.127,0,0,0,1.179,1,0,0,0,2.2880000000000003,0.005,0,20.641,2.011,0,0,4,2,3.785,3.472,1,8.552999999999999,0,0,2
4.655,3.6465,0,0,2,0,0,25.0,0,3,2,-1.641,3.198,1.761,9.722999999999999,3,1.036,1.1640000000000001,0,0,0,1.1,0,0,0,0,2.1069999999999998,-0.027999999999999997,0,20.135,2.989,0,0,3,5,3.445,3.5669999999999997,2,8.044,0,0,2
3.4139999999999997,2.4441,1,0,0,0,0,33.3,1,0,0,0.0,2.6310000000000002,1.0,7.4079999999999995,0,0.997,1.1320000000000001,0,0,0,1.291,0,0,1,0,1.618,-0.575,0,0.0,1.7069999999999999,0,0,0,0,3.5669999999999997,2.653,0,7.775,0,1,2
4.17,3.5122,0,0,0,0,0,33.3,0,2,0,-0.981,2.57,0.971,8.597000000000001,2,1.047,1.139,0,0,0,1.147,0,0,0,0,1.848,0.444,0,9.25,1.5419999999999998,0,0,0,1,3.3960000000000004,3.9330000000000003,0,7.436,0,0,2
4.596,3.2643,0,0,0,0,2,42.9,0,2,0,0.0,3.025,0.875,9.54,4,1.022,1.119,0,0,0,1.2229999999999999,1,0,0,0,2.175,0.047,0,0.0,1.069,0,2,0,2,3.6510000000000002,2.917,0,8.003,0,0,2
4.0,2.1142,0,0,0,0,0,29.4,0,0,1,0.0,2.585,0.0,8.623,0,0.972,1.151,0,0,0,1.138,1,0,0,0,2.0,0.11199999999999999,0,0.0,0.667,0,0,2,1,3.033,1.6669999999999998,1,6.8229999999999995,0,0,2
5.31,2.3715,0,0,0,0,4,58.3,0,2,0,-0.128,3.745,0.625,10.681,8,1.008,1.087,0,0,0,1.3119999999999998,6,0,0,0,2.499,0.0,0,24.203000000000003,1.262,0,0,0,0,3.9419999999999997,2.5,0,8.901,0,0,2
4.562,1.8929,0,0,6,0,0,35.1,0,0,6,0.0,3.5260000000000002,0.0,10.054,0,0.9740000000000001,1.139,0,0,0,1.209,2,0,0,0,2.194,0.0,0,0.0,4.13,0,0,4,0,3.489,1.744,2,8.179,0,0,1
5.494,2.7618,0,0,0,2,5,42.6,6,1,0,0.0,3.9139999999999997,1.061,11.182,4,0.975,1.119,0,0,0,1.288,2,0,0,0,2.483,0.0,0,0.0,2.176,0,1,0,1,3.888,2.04,0,8.961,0,0,1
4.675,2.1615,0,0,0,0,2,52.0,0,0,0,0.0,3.478,0.0,9.971,0,0.972,1.1,0,0,0,1.3359999999999999,2,0,0,0,2.2359999999999998,0.001,0,0.0,2.8289999999999997,0,0,0,0,3.633,1.91,0,8.453,0,0,1
4.461,3.6265,0,0,8,0,0,25.7,0,0,0,0.0,3.242,2.117,9.797,0,0.975,1.161,0,0,0,1.182,0,0,0,0,2.084,-0.006999999999999999,0,0.0,3.798,0,0,4,0,3.216,1.8330000000000002,3,7.767,0,0,1
5.382000000000001,4.8614,1,0,0,1,0,20.0,2,4,0,0.0,3.855,1.3519999999999999,10.182,6,1.0859999999999999,1.162,0,0,0,1.1540000000000001,0,1,0,0,2.2640000000000002,0.051,0,19.844,1.459,0,0,2,2,6.88,3.889,1,11.599,0,1,1
4.783,3.1253,2,0,0,0,2,46.7,1,0,0,0.0,3.4389999999999996,1.187,9.668,0,1.012,1.103,0,0,0,1.3459999999999999,1,0,1,0,2.222,-0.025,0,0.0,1.358,0,1,0,0,3.927,2.34,0,8.78,0,2,1
4.912,3.2934,0,0,1,0,3,40.0,2,0,4,0.0,3.0869999999999997,0.8809999999999999,9.863,0,0.976,1.129,0,0,0,1.285,1,0,0,0,2.2640000000000002,-0.024,0,0.0,0.95,0,1,2,2,3.72,2.1109999999999998,1,8.103,0,0,1
4.651,3.0402,2,0,0,0,0,33.3,0,1,0,0.498,3.3489999999999998,0.9059999999999999,9.773,2,1.05,1.117,0,0,0,1.331,1,0,1,0,2.278,0.046,0,10.529000000000002,1.0170000000000001,0,0,2,0,4.1160000000000005,2.785,1,8.818,0,1,1
4.923,3.0313,0,0,0,0,2,41.7,3,0,0,0.0,3.1639999999999997,1.185,9.911,0,0.966,1.121,0,0,0,1.2990000000000002,1,0,0,0,2.267,0.012,0,0.0,1.5630000000000002,0,0,0,0,3.6689999999999996,1.867,0,8.087,0,0,1
4.737,4.1851,2,0,4,0,0,24.1,0,2,2,-0.804,3.693,2.074,10.071,2,1.014,1.146,0,0,0,1.2329999999999999,0,0,0,0,2.175,-0.002,0,21.065,3.255,0,0,2,4,3.8560000000000003,2.81,3,8.937999999999999,0,0,1
4.562,3.1831,2,0,0,0,2,50.0,0,0,0,0.0,3.373,0.875,9.54,0,1.025,1.094,0,0,0,1.3719999999999999,1,0,1,0,2.17,0.045,0,0.0,1.14,0,2,0,0,3.955,2.444,0,8.792,0,2,1
5.098,2.6361,0,0,10,0,2,44.8,0,0,8,0.011000000000000001,3.695,0.875,10.386,0,0.99,1.123,0,0,0,1.287,2,0,0,1,2.358,0.0,0,0.0,2.298,0,2,4,3,3.7460000000000004,2.25,3,8.719,0,0,1
5.459,2.9274,0,0,0,2,2,37.8,5,1,0,0.0,3.5469999999999997,1.571,10.843,2,0.9740000000000001,1.129,0,0,0,1.265,1,0,0,0,2.378,-0.001,0,0.0,2.74,0,1,0,1,3.7039999999999997,2.089,0,8.48,0,0,1
5.375,3.2786,0,0,0,1,3,39.3,4,1,0,0.0,3.3510000000000004,1.124,10.524000000000001,3,0.978,1.126,0,0,0,1.266,1,0,0,0,2.3680000000000003,0.004,0,0.0,1.671,0,1,0,1,3.766,2.188,0,8.354,0,0,1
5.377000000000001,3.3527,0,0,0,1,3,37.9,3,2,0,0.0,3.437,1.23,10.559000000000001,5,0.99,1.129,0,0,0,1.23,1,0,0,0,2.375,-0.002,0,0.0,1.8090000000000002,0,2,0,1,3.7739999999999996,2.2880000000000003,0,8.414,0,0,1
4.8069999999999995,3.3155,1,0,0,0,3,43.8,1,1,0,0.0,3.2969999999999997,0.8809999999999999,9.833,2,1.012,1.113,0,0,0,1.296,1,0,1,0,2.246,-0.025,0,0.0,1.06,0,2,0,1,3.9210000000000003,2.568,0,8.562000000000001,0,1,1
5.071000000000001,3.8133,2,0,1,0,4,40.0,0,3,2,0.0,3.715,1.124,10.277000000000001,6,1.1,1.123,0,1,0,1.261,1,0,1,0,2.353,0.005,0,20.509,1.5130000000000001,0,4,2,1,4.0760000000000005,3.407,1,9.175,0,2,1
5.3870000000000005,2.1249,5,0,7,0,9,44.2,0,5,6,-0.6559999999999999,4.622,0.8240000000000001,11.344000000000001,12,1.056,1.1079999999999999,0,0,0,1.296,3,0,1,0,2.42,0.0,0,35.742,5.31,0,9,4,3,4.7410000000000005,2.823,2,10.284,0,4,1
4.872,3.4872,0,0,2,0,3,47.4,1,2,5,0.0,3.533,1.604,10.05,2,1.033,1.1179999999999999,0,0,0,1.275,1,0,0,0,2.294,-0.002,0,19.925,2.2230000000000003,0,2,4,0,3.783,2.923,2,8.667,0,0,1
4.0,2.0,0,0,0,0,0,33.3,0,0,0,0.0,2.565,0.0,8.623,0,0.961,1.138,0,0,0,1.167,1,0,0,0,2.0,0.10300000000000001,0,0.0,0.667,0,0,0,0,3.003,1.5,0,6.76,0,0,1
4.0,2.2551,0,0,0,0,0,37.5,0,0,0,0.0,2.6180000000000003,0.0,8.623,0,0.9640000000000001,1.13,0,0,0,1.226,1,0,0,0,2.0,0.11199999999999999,0,0.0,0.667,0,0,0,0,3.175,1.6669999999999998,0,7.081,0,0,1
4.414,2.1712,1,0,0,0,0,33.3,0,0,0,0.0,2.995,0.802,9.183,0,0.9790000000000001,1.135,0,0,0,1.23,1,0,1,0,2.101,-0.064,0,0.0,0.975,0,0,0,0,3.658,1.849,0,7.9879999999999995,0,1,1
5.415,2.605,0,0,0,2,8,40.4,8,2,0,0.0,4.08,1.006,11.360999999999999,8,0.9790000000000001,1.124,0,0,0,1.2770000000000001,2,0,0,0,2.459,0.0,0,0.0,3.688,0,2,0,2,3.872,2.133,0,9.14,0,0,1
4.861000000000001,2.4143,0,0,0,0,2,45.5,0,0,0,0.0,3.1860000000000004,0.0,9.863,0,0.968,1.113,0,0,0,1.3,3,0,0,0,2.303,-0.006999999999999999,0,0.0,1.047,0,0,0,0,3.657,1.733,0,8.068999999999999,0,0,1
5.352,2.4062,0,0,3,0,5,53.8,0,2,3,-0.309,3.801,0.682,10.784,8,1.011,1.099,0,0,0,1.298,6,0,0,0,2.5180000000000002,0.0,0,24.44,1.3219999999999998,0,1,2,2,3.966,2.569,1,8.965,0,0,1
5.003,3.0607,0,0,1,0,3,50.0,0,1,3,0.0,3.367,0.629,10.084,2,1.004,1.109,0,0,0,1.295,3,0,0,0,2.351,0.004,0,0.0,1.075,0,1,3,1,3.895,2.364,1,8.515,0,0,1
5.29,3.4786,2,0,1,0,0,30.0,5,3,6,0.0,3.963,1.9580000000000002,10.77,8,1.002,1.136,0,0,0,1.263,1,0,0,0,2.36,0.0,0,0.0,3.196,0,0,5,0,4.699,2.227,2,9.633,0,0,1
5.372000000000001,2.8994,1,0,3,0,1,34.5,1,2,3,0.0,3.6489999999999996,2.108,10.402999999999999,6,1.001,1.129,0,0,0,1.249,1,0,0,0,2.327,0.001,0,23.191999999999997,3.1630000000000003,0,1,2,1,4.705,2.542,1,9.481,0,0,1
4.768,2.8080000000000003,1,0,2,0,0,33.3,1,1,3,1.18,3.423,1.455,9.921,2,1.0070000000000001,1.133,0,0,0,1.278,1,0,0,0,2.262,-0.008,0,10.844000000000001,1.945,0,0,3,2,3.904,2.515,2,8.644,0,0,1
5.053999999999999,2.3939,2,1,8,0,6,42.9,0,2,16,0.0,4.393,1.709,10.966,4,1.032,1.128,0,1,0,1.2890000000000001,2,0,1,0,2.374,0.0,0,21.618000000000002,5.285,0,6,14,0,4.09,2.758,6,9.674,0,2,1
5.003,2.6389,1,1,12,0,6,37.1,3,7,15,-1.11,4.5489999999999995,1.969,11.22,8,1.03,1.137,0,1,0,1.218,2,0,1,0,2.38,0.0,0,56.27,4.828,0,6,15,1,3.992,2.753,5,9.692,0,1,1
4.5169999999999995,2.7655,0,0,1,0,1,40.0,1,0,2,0.0,3.073,1.409,9.391,0,0.976,1.129,0,0,0,1.264,1,0,0,0,2.149,-0.024,0,0.0,2.036,0,1,3,1,3.562,1.963,1,7.899,0,0,1
4.303,3.3609,1,0,0,0,0,30.0,0,0,2,0.0,2.965,0.862,9.067,0,1.016,1.133,0,0,0,1.35,1,0,0,0,2.115,0.139,0,0.0,0.956,0,0,1,2,4.123,2.417,2,8.562999999999999,0,0,1
5.697,2.6497,0,0,6,1,1,41.4,1,3,6,-1.903,3.7680000000000002,0.972,10.864,10,1.021,1.128,0,0,0,1.235,2,0,0,0,2.511,0.0,0,35.007,1.861,0,0,2,2,3.82,2.7889999999999997,2,8.806000000000001,0,0,1
3.802,2.6771,0,0,2,0,0,20.0,2,0,0,0.0,2.715,1.95,8.394,0,0.986,1.179,0,0,0,1.083,0,0,0,0,1.848,0.131,0,0.0,2.885,0,0,4,5,2.937,2.3569999999999998,3,6.869,0,0,1
4.8069999999999995,3.2576,0,0,2,0,3,36.8,1,0,5,0.0,3.0989999999999998,0.8809999999999999,9.833,0,0.986,1.14,0,0,0,1.254,1,0,0,0,2.246,-0.025,0,0.0,1.06,0,2,4,4,3.7089999999999996,2.333,2,8.111,0,0,1
5.492999999999999,2.1069999999999998,0,0,0,6,18,40.0,21,3,0,0.0,4.888999999999999,0.97,12.308,12,0.9740000000000001,1.125,0,0,0,1.2830000000000001,4,0,0,0,2.525,0.0,0,0.0,3.898,0,3,0,3,3.9560000000000004,2.0,0,9.962,0,0,1
4.303,3.5568,0,1,0,0,0,20.0,0,0,1,0.0,2.7739999999999996,0.862,9.067,0,1.041,1.199,0,0,0,1.194,1,0,0,1,2.115,0.15,0,0.0,0.956,0,0,2,3,3.662,2.694,4,7.859,0,0,1
5.02,2.2627,0,0,4,0,6,42.3,4,4,8,-1.023,4.2410000000000005,1.776,11.050999999999998,6,1.004,1.123,0,0,0,1.2670000000000001,2,0,0,0,2.392,0.0,0,45.646,4.905,0,2,6,2,3.8339999999999996,2.595,2,9.307,0,0,1
5.126,2.3232,0,1,11,0,7,47.2,1,3,11,0.0,4.103,0.8320000000000001,10.931,6,1.02,1.117,0,1,0,1.2819999999999998,4,0,0,0,2.418,0.0,0,22.238000000000003,3.9819999999999998,0,4,8,1,3.9560000000000004,2.594,3,9.333,0,0,1
3.9019999999999997,2.6931,2,0,0,0,0,30.8,2,0,0,0.0,3.4010000000000002,2.322,8.881,0,0.985,1.139,0,0,0,1.2409999999999999,0,0,1,0,1.919,-0.022000000000000002,0,0.0,4.086,0,0,0,0,3.5469999999999997,2.022,0,8.443999999999999,0,2,1
5.164,3.7343,4,0,0,1,0,27.3,2,0,0,0.0,3.525,1.379,9.874,0,1.075,1.131,0,0,0,1.305,0,0,1,0,2.136,0.138,0,0.0,1.496,0,0,0,0,4.099,2.9560000000000004,0,9.051,0,4,1
5.602,5.159,1,0,0,0,0,20.7,0,1,12,0.0,3.361,1.2409999999999999,10.509,6,0.9890000000000001,1.1640000000000001,0,0,0,1.2309999999999999,0,0,0,0,2.376,0.013000000000000001,0,12.09,1.357,0,0,0,0,4.468,2.346,3,9.077,0,0,1
5.184,3.9866,1,0,0,0,0,25.0,2,4,0,0.0,3.503,2.47,10.126,8,1.004,1.147,0,0,0,1.158,0,0,0,0,2.194,0.004,0,11.075,3.798,0,0,0,1,4.4319999999999995,2.6,0,9.066,0,0,1
5.349,4.4437,1,0,0,0,0,29.8,4,2,0,-0.024,4.494,2.184,10.42,3,0.973,1.1340000000000001,0,0,0,1.3430000000000002,0,0,0,0,2.318,0.0,0,11.379000000000001,1.9509999999999998,0,0,0,0,10.323,2.005,0,14.008,0,0,1
4.6160000000000005,2.8239,0,0,1,0,2,39.1,2,0,2,0.0,3.168,1.4609999999999999,9.69,0,0.9740000000000001,1.13,0,0,0,1.27,1,0,0,0,2.2030000000000003,0.013000000000000001,0,0.0,2.063,0,1,3,1,3.63,1.933,1,8.047,0,0,1
4.75,2.0515,0,0,5,0,3,40.9,3,0,7,0.0,3.859,1.4909999999999999,10.536,0,0.976,1.126,0,0,0,1.2819999999999998,2,0,0,1,2.285,0.0,0,0.0,4.361000000000001,0,3,8,2,3.6889999999999996,1.9080000000000001,2,8.765,0,0,1
4.596,3.1791,0,0,2,0,2,37.5,0,0,4,0.0,2.997,0.875,9.54,0,0.991,1.14,0,0,0,1.254,1,0,0,0,2.175,0.045,0,0.0,1.069,0,2,4,4,3.638,2.417,2,7.968999999999999,0,0,1
5.256,2.8227,0,0,0,1,0,37.5,3,1,0,1.5090000000000001,3.1630000000000003,0.861,10.335,2,0.98,1.13,0,0,0,1.2770000000000001,1,0,0,0,2.327,0.012,0,11.013,1.037,0,0,0,0,3.597,2.258,0,8.072000000000001,0,0,1
4.499,3.1749,0,0,1,0,0,50.0,0,0,4,0.0,3.0589999999999997,1.125,9.311,0,1.0070000000000001,1.1179999999999999,0,0,0,1.315,1,0,0,0,2.136,0.047,0,0.0,1.4809999999999999,0,0,3,0,3.653,2.6460000000000004,2,8.126,0,0,1
4.947,5.2014,6,0,0,0,0,40.0,0,0,0,-0.48100000000000004,3.9389999999999996,1.371,9.956,0,1.159,1.091,0,0,0,1.396,0,0,1,0,2.214,-0.027999999999999997,0,0.0,2.2319999999999998,0,0,0,0,4.288,3.133,0,9.591000000000001,0,6,1
4.843,3.0136,2,0,1,0,3,40.9,1,1,3,-0.043,3.715,1.662,10.166,2,1.022,1.121,0,0,0,1.285,1,0,1,0,2.283,-0.002,0,10.99,2.6519999999999997,0,3,3,1,4.05,2.6069999999999998,1,9.03,0,2,1
5.029,3.701,2,0,1,0,3,42.9,0,2,2,0.0,3.647,1.16,10.122,4,1.084,1.117,0,1,0,1.297,1,0,1,0,2.318,-0.008,0,20.473,1.5719999999999998,0,3,2,0,4.106,3.202,1,9.12,0,2,1
5.072,2.2317,0,0,0,0,2,35.4,2,4,0,-0.862,4.428999999999999,3.61,10.833,12,0.978,1.1340000000000001,0,0,0,1.212,1,0,0,0,2.351,0.0,0,25.194000000000003,10.844000000000001,0,0,0,0,3.7939999999999996,1.9909999999999999,0,9.08,2,0,1
4.882,3.4294,0,0,2,0,2,41.2,0,4,2,-1.168,3.483,1.258,10.136000000000001,8,1.069,1.127,0,1,0,1.199,1,0,0,0,2.2880000000000003,0.005,0,30.73,2.011,0,1,2,1,3.8569999999999998,3.5,1,8.704,0,0,1
4.928,1.7361,0,0,0,0,2,45.0,0,0,0,0.0,3.753,0.0,10.505999999999998,0,0.968,1.114,0,0,0,1.29,3,0,0,0,2.3480000000000003,0.0,0,0.0,3.091,2,0,0,0,3.685,1.722,0,8.6,0,0,1
4.953,3.4085,0,0,2,0,2,40.0,1,2,3,0.0,3.3510000000000004,1.273,9.975,4,1.015,1.129,0,1,0,1.2409999999999999,1,0,0,0,2.2880000000000003,-0.008,0,20.772,1.6019999999999999,0,1,2,0,3.853,2.803,1,8.521,0,0,1
3.802,2.4475,0,0,0,0,0,30.4,2,0,0,0.0,2.661,1.95,8.394,0,0.96,1.1440000000000001,0,0,0,1.195,0,0,0,0,1.848,0.10800000000000001,0,0.0,2.885,0,0,0,0,2.8810000000000002,1.643,0,6.7410000000000005,0,0,2
3.9189999999999996,3.1183,0,0,0,0,0,27.6,2,3,0,0.0,3.178,2.55,9.002,1,0.998,1.151,0,0,0,1.1159999999999999,0,0,0,0,1.932,0.013999999999999999,0,0.0,4.489,0,0,0,1,3.056,2.318,0,7.456,0,0,2
4.404,3.5332,0,0,0,0,0,30.4,0,4,0,-0.595,3.272,2.187,9.589,6,1.0270000000000001,1.145,0,0,0,1.128,0,0,0,0,2.053,0.015,0,21.015,3.667,0,0,0,0,3.4019999999999997,2.985,0,8.054,0,0,2
4.732,2.9545,2,0,0,0,1,46.7,1,0,0,0.0,3.4389999999999996,1.187,9.642000000000001,0,1.012,1.103,0,0,0,1.3359999999999999,1,0,1,0,2.194,-0.025,0,0.0,1.659,0,0,0,0,3.9810000000000003,2.358,0,8.774,0,2,2
4.228,3.2893,0,0,0,0,0,29.4,2,2,0,-0.193,2.793,1.557,8.891,2,1.004,1.147,0,0,0,1.14,0,0,0,0,1.932,0.142,0,9.98,2.535,0,0,0,0,3.346,2.738,0,7.465,0,0,2
4.236000000000001,3.0679,0,0,1,0,0,32.8,1,1,1,-0.156,3.929,3.554,10.042,1,0.97,1.141,0,0,0,1.209,0,0,0,0,1.995,0.0,0,10.599,9.701,0,0,1,2,3.3089999999999997,1.903,1,8.382,0,0,2
4.236000000000001,3.0785,0,0,0,0,0,33.3,1,2,0,-0.664,3.764,3.284,9.867,2,0.975,1.138,0,0,0,1.199,0,0,0,0,1.993,0.0,0,10.324000000000002,8.066,0,0,0,1,3.3289999999999997,2.083,0,8.257,0,0,2
4.77,2.4954,0,0,0,0,0,38.5,2,0,0,2.904,3.133,1.185,9.882,0,0.9640000000000001,1.128,0,0,0,1.272,1,0,0,0,2.2359999999999998,0.012,0,0.0,1.74,1,0,0,0,3.4539999999999997,1.817,0,7.92,0,0,2
4.5169999999999995,2.6567,1,0,0,0,1,44.4,1,0,0,0.0,3.265,1.409,9.391,0,0.986,1.112,0,0,0,1.311,1,0,1,0,2.149,-0.024,0,0.0,2.036,0,0,0,0,3.622,2.086,0,8.37,0,1,1
4.97,3.5327,3,0,1,0,4,42.9,0,0,2,0.0,3.653,0.861,10.06,0,1.052,1.113,0,0,0,1.348,1,0,1,0,2.307,0.013999999999999999,0,0.0,0.9620000000000001,0,4,2,2,4.103,2.7,1,9.148,0,3,1
4.935,3.5136,3,0,0,0,4,46.2,0,1,0,0.0,4.069,0.861,10.06,2,1.0659999999999998,1.091,0,0,0,1.379,1,1,1,0,2.303,0.013999999999999999,1,0.0,1.047,0,4,0,1,6.88,2.764,0,11.635,0,3,1
4.958,2.4699,0,0,0,0,0,32.3,3,1,0,0.0,3.1860000000000004,1.16,10.099,3,0.973,1.141,0,0,0,1.202,1,0,0,0,2.303,-0.006,0,0.0,1.6019999999999999,2,0,0,1,3.3710000000000004,1.985,0,7.729,0,0,1
5.51,2.4441,0,0,0,1,3,46.9,2,1,0,0.0,3.674,0.703,10.717,2,0.981,1.11,0,0,0,1.291,2,0,0,0,2.412,0.0,0,0.0,2.589,0,1,0,1,3.767,2.141,0,8.7,0,0,1
3.6180000000000003,2.8543,2,0,0,0,0,33.3,1,0,0,0.0,3.029,1.5219999999999998,7.853,0,1.033,1.126,0,0,0,1.2990000000000002,0,0,1,0,1.732,0.386,0,0.0,2.094,0,0,0,0,3.71,2.7439999999999998,0,8.384,0,2,1
3.7319999999999998,2.5972,0,0,0,0,0,23.5,1,1,1,0.0,2.575,1.585,8.16,1,0.991,1.1640000000000001,0,0,0,1.105,0,0,0,0,1.8019999999999998,-0.226,0,0.0,2.488,0,0,1,2,2.93,2.333,1,6.7620000000000005,0,0,1
5.086,2.4664,1,0,0,1,0,30.8,2,1,0,0.0,2.929,1.39,9.812000000000001,0,1.014,1.14,0,0,0,1.169,1,0,1,0,2.38,0.126,0,0.0,1.3719999999999999,1,0,0,0,3.699,2.31,0,8.193999999999999,0,1,1
4.813,3.4399,0,0,1,0,2,38.9,0,3,2,0.0,3.37,1.273,9.947000000000001,6,1.041,1.1320000000000001,0,1,0,1.209,1,0,0,0,2.259,-0.008,0,20.438,1.86,0,2,2,0,3.839,2.985,1,8.549,0,0,1
5.5089999999999995,3.2539999999999996,2,0,2,0,5,35.7,0,6,2,0.0,4.086,1.0959999999999999,11.165,12,1.063,1.1159999999999999,0,0,0,1.251,3,0,0,0,2.511,0.0,0,44.995,1.996,0,3,2,4,4.77,3.377,1,10.203,0,0,1
4.861000000000001,1.9254,0,0,0,0,0,35.7,0,0,0,0.0,3.092,0.0,9.863,0,0.963,1.133,0,0,0,1.222,3,0,0,0,2.303,-0.006,0,0.0,1.047,2,0,0,0,3.3089999999999997,1.4669999999999999,0,7.5329999999999995,0,0,1
