att1,att2,att3,att4,att5,att6,class
0.0,3.0,1.0,156.0198614,1.94130332,8434.74103208,4
0.0,4.0,2.0,163.4128614,1.72396435,7456.09033541,4
0.0,3.0,1.0,178.4568614,1.87482479,9784.33231859,4
0.0,3.0,0.0,143.1428614,1.54622459,5338.505378,4
0.0,2.0,0.0,168.6248614,1.91502343,8822.05670673,4
0.0,2.0,0.0,182.1528614,1.94912038,10137.65591027,4
0.0,3.0,1.0,169.7468614,1.85271488,8150.84361484,4
0.0,3.0,1.0,162.6938614,1.68146603,6887.74097419,4
0.0,3.0,1.0,166.1088614,1.87134602,6979.7930821,4
0.0,4.0,2.0,171.2028614,1.9651134,9201.72677187,4
0.0,3.0,1.0,169.8888614,1.78729207,8188.01344505,4
0.0,3.0,1.0,161.7328614,1.75088834,8265.00357382,5
0.0,3.0,1.0,166.1568614,1.82035707,8595.742624,5
0.0,2.0,0.0,157.7468614,1.7191683,7312.45456065,5
0.0,2.0,0.0,155.1928614,1.74836876,6225.59989478,5
0.0,4.0,2.0,160.1628614,1.79295762,8453.77217665,5
0.0,2.0,0.0,153.9588614,1.68799348,6349.39756779,5
0.0,3.0,0.0,147.0608614,1.40728573,4731.5133327,5
0.0,2.0,0.0,152.9588614,1.75425217,7027.38511048,5
0.0,3.0,1.0,152.0068614,1.72211605,7239.5984851,5
0.0,4.0,1.0,157.6728614,1.76647456,6775.26588918,5
0.0,2.0,0.0,153.2808614,1.70653613,7560.467361,5
0.0,3.0,1.0,157.0268614,1.66711926,7316.13978168,5
0.0,3.0,1.0,164.2388614,1.8256943,8714.93168067,5
0.0,2.0,0.0,168.7708614,1.7817363,8563.05054549,5
0.0,3.0,1.0,171.7898614,1.93226761,8982.25641523,5
0.0,2.0,0.0,187.3788614,2.08778921,10873.17902565,6
0.0,3.0,1.0,206.0108614,2.1450487,13672.78480308,6
0.0,3.0,1.0,211.0478614,2.1885686,15227.63658881,6
0.0,3.0,1.0,178.7278614,1.93629926,9894.85772753,6
0.0,2.0,0.0,191.1748614,2.06809934,11354.1599055,6
0.0,2.0,0.0,197.2128614,2.10422276,12509.4601955,6
0.0,3.0,1.0,211.8008614,2.09803323,13733.63684657,6
0.0,3.0,1.0,193.1698614,1.9194063,13072.87019201,6
0.0,3.0,1.0,199.3888614,2.2250795,14037.38861021,6
0.0,2.0,0.0,202.7608614,2.0235121,12496.36718376,6
0.0,2.0,0.0,199.5948614,2.0108811,13193.4546318,6
0.0,3.0,1.0,195.9548614,2.07600308,12586.8028215,6
0.0,2.0,0.0,210.8088614,2.19202258,13242.9376969,6
0.0,3.0,1.0,213.0988614,2.3002013,15243.97553053,6
0.0,2.0,0.0,182.1348614,1.88365638,9684.05376584,6
0.0,3.0,1.0,179.4808614,1.86626927,10479.96941384,6
0.0,3.0,1.0,176.2388614,2.03134334,9681.48950152,6
1.0,1.0,1.0,130.7038614,1.3445426,3161.16524363,7
1.0,1.0,1.0,135.0448614,1.33936477,3242.8086737,7
1.0,1.0,1.0,135.1108614,1.38527945,3389.10291275,7
1.0,1.0,1.0,138.2618614,1.46997902,3464.45337998,7
1.0,1.0,1.0,129.6288614,1.37332605,2862.95569946,7
1.0,1.0,1.0,132.4648614,1.34315235,3124.95640771,7
1.0,1.0,1.0,135.1688614,1.54385606,3889.05858665,7
1.0,1.0,1.0,156.9528614,1.68554271,5663.02416935,7
1.0,1.0,1.0,138.8988614,1.39582395,3744.70528068,7
1.0,1.0,1.0,137.3448614,1.54729711,4140.00907111,7
1.0,1.0,1.0,140.4948614,1.44622392,3752.24638582,7
1.0,1.0,1.0,130.7028614,1.38372883,3153.25484956,7
1.0,1.0,1.0,134.9708614,1.42891341,3370.49744682,7
1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,7
1.0,1.0,1.0,138.6508614,1.45160792,3776.501007,7
1.0,1.0,1.0,145.4828614,1.59626934,4437.11299763,7
1.0,1.0,1.0,142.5208614,1.32191229,3435.9668397,7
1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,7
1.0,1.0,1.0,146.4908614,1.4413508,3786.02765766,7
1.0,1.0,1.0,144.9948614,1.58255732,4458.55737099,7
1.0,1.0,1.0,137.9308614,1.35301858,3194.79834919,7
1.0,1.0,1.0,152.2888614,1.62605599,5557.81170926,7
1.0,1.0,1.0,147.8548614,1.42392473,3669.32072214,7
0.0,2.0,0.0,138.7848614,1.62563547,4338.71658668,8
0.0,2.0,0.0,152.7428614,1.69396273,5537.4514502,8
0.0,3.0,1.0,162.7168614,1.74365681,5910.43816619,8
0.0,2.0,0.0,168.2828614,1.78409644,6781.21229521,8
0.0,2.0,0.0,156.4148614,1.87295175,6110.75378098,8
0.0,2.0,0.0,150.2448614,1.83238954,5601.36833086,8
0.0,2.0,0.0,147.6328614,1.62108631,5048.21581803,8
0.0,3.0,1.0,161.5508614,1.81135048,7658.60856714,8
0.0,2.0,0.0,168.6468614,1.78167533,6602.76656734,8
0.0,2.0,0.0,149.6828614,1.64235265,5062.76565784,8
0.0,2.0,0.0,150.0388614,1.66655239,5114.15176851,8
0.0,2.0,0.0,155.8108614,1.76521233,5783.67131227,8
0.0,2.0,0.0,151.2048614,1.63450881,5107.93270985,8
0.0,2.0,0.0,153.9508614,1.81584668,5858.31368262,8
0.0,2.0,0.0,158.2428614,1.69084114,6450.00121073,8
0.0,2.0,0.0,172.1028614,1.87983721,7773.638677,8
0.0,3.0,0.0,151.1388614,1.77647857,5758.67875555,8
0.0,2.0,0.0,171.7888614,1.96858312,7881.51558022,8
0.0,2.0,0.0,176.6848614,1.99367517,8019.09208795,8
0.0,3.0,1.0,162.7418614,1.78160042,6573.33819904,8
0.0,2.0,0.0,159.9628614,1.8720876,6483.96978381,8
2.0,0.0,2.0,137.4268614,1.33919768,2618.79392265,9
2.0,0.0,2.0,139.1308614,1.3391276,2498.09638003,9
2.0,0.0,2.0,131.3728614,1.22918934,1777.64521977,9
2.0,0.0,2.0,132.9518614,1.35599714,2153.69858155,9
2.0,0.0,2.0,136.7068614,1.29852731,2043.12618877,9
2.0,0.0,2.0,132.0758614,1.34355469,1913.77602427,9
2.0,0.0,2.0,133.2088614,1.34034596,2283.56162025,9
2.0,0.0,2.0,134.3508614,1.33495923,1932.02421939,9
2.0,0.0,2.0,132.9448614,1.30096649,1951.21832727,9
2.0,0.0,2.0,135.8628614,1.3408642,2162.95627742,9
2.0,0.0,2.0,134.2248614,1.40237535,2234.11462261,9
2.0,0.0,2.0,127.2548614,1.28370749,2108.4814833,9
2.0,0.0,2.0,133.2508614,1.35025017,2140.45032081,9
2.0,0.0,2.0,133.1258614,1.34898353,2289.72710237,9
2.0,0.0,2.0,132.0098614,1.33853879,2065.70285147,9
2.0,0.0,2.0,132.0098614,1.31908348,1899.84195164,9
1.0,1.0,1.0,180.7968614,1.9304486,8700.29702497,9
2.0,0.0,2.0,129.9838614,1.34070646,2249.36810388,9
2.0,0.0,2.0,136.8308614,1.31852606,1918.84728599,9
2.0,0.0,2.0,131.7788614,1.27281798,2035.18390218,9
2.0,0.0,2.0,131.3068614,1.26455827,1984.42189495,9
2.0,0.0,2.0,132.0348614,1.29990646,1753.74302832,9
2.0,0.0,2.0,131.9348614,1.29576922,2035.77748333,9
2.0,0.0,2.0,131.9188614,1.36523545,1860.01158716,9
2.0,0.0,2.0,125.0468614,1.35373288,2248.21184131,9
2.0,0.0,2.0,136.1288614,1.32496875,2154.67299853,9
2.0,0.0,2.0,136.0208614,1.309194,1782.99822133,9
2.0,0.0,2.0,129.5628614,1.25288387,2117.85182135,9
2.0,0.0,2.0,131.1988614,1.33987062,2094.81737311,9
1.0,1.0,1.0,133.4478614,1.22136335,2124.81632267,9
1.0,1.0,1.0,133.8628614,1.42018678,3675.34746902,10
1.0,1.0,1.0,138.6508614,1.45160792,3776.501007,10
1.0,1.0,1.0,131.7788614,1.4213884,3017.26903742,10
1.0,1.0,1.0,133.8208614,1.40007623,3309.14741841,10
1.0,1.0,1.0,137.9888614,1.41385378,3551.97245726,10
1.0,1.0,1.0,148.6988614,1.58319407,4722.32116447,10
1.0,1.0,1.0,141.8108614,1.49086498,3927.74501603,10
1.0,1.0,1.0,144.8048614,1.53627337,4127.36785739,10
1.0,1.0,1.0,130.8948614,1.48533163,3634.47421939,10
1.0,1.0,1.0,177.4708614,1.76232239,6732.36147467,10
1.0,1.0,1.0,136.8888614,1.41004362,3564.51291623,10
1.0,1.0,1.0,150.4288614,1.51073307,4752.26734605,10
1.0,1.0,1.0,130.2148614,1.31778667,2707.9953274,10
1.0,1.0,1.0,164.8008614,1.58343745,5914.60486408,10
1.0,1.0,1.0,131.5968614,1.33868202,3078.47781712,10
1.0,1.0,1.0,141.3468614,1.40100191,3372.37219392,10
1.0,1.0,1.0,136.9888614,1.41295889,3650.41682253,10
1.0,1.0,1.0,148.1288614,1.68498948,4755.58507784,10
1.0,1.0,1.0,133.5648614,1.42920617,3456.27060873,10
1.0,1.0,1.0,137.9308614,1.35301858,3194.79834919,10
1.0,1.0,1.0,130.8528614,1.43034624,3260.08948999,10
1.0,1.0,1.0,144.9948614,1.58493175,4479.01038962,10
1.0,1.0,1.0,159.3588614,1.61584912,5586.4822634,10
1.0,1.0,1.0,144.7128614,1.46924272,4203.44581191,10
1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,10
0.0,2.0,0.0,183.9068614,1.97643888,9575.1665802,10
1.0,1.0,1.0,149.2948614,1.5022031,4784.06192183,10
1.0,1.0,1.0,154.2228614,1.54201036,4594.75990722,10
