att1,att2,att3,att4,att5,att6,class
1.0,1.0,1.0,166.5468614,1.84848215,6782.34952123,10
1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,10
1.0,1.0,1.0,139.1888614,1.36124998,3415.75707748,10
1.0,1.0,1.0,134.4328614,1.36222755,3336.49621124,10
1.0,1.0,1.0,135.7728614,1.43740405,3501.14466772,10
1.0,1.0,1.0,137.6088614,1.43282595,3886.52541399,10
1.0,1.0,1.0,140.4038614,1.63060254,3943.38056624,10
1.0,1.0,1.0,130.9268614,1.23732838,2435.214416,10
1.0,1.0,1.0,138.5588614,1.4826443,3905.88349701,10
1.0,1.0,1.0,127.0808614,1.32501159,2986.68437693,10
1.0,1.0,1.0,138.7748614,1.481761,3734.58627414,10
1.0,1.0,1.0,134.8148614,1.39520631,3344.9280046,10
1.0,1.0,1.0,139.6188614,1.38558598,3607.86202134,10
1.0,1.0,1.0,139.8828614,1.47572881,3902.31998508,10
