state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
24,86,415,3002,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0
18,155,408,1370,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0
31,153,415,4856,0,0,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
23,122,415,4945,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,0
38,101,415,2123,1,0,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,0
33,81,415,3551,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0
21,116,510,36,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0
23,62,510,3313,0,1,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,1
42,98,415,1267,0,0,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,0
22,51,415,2365,0,0,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
21,79,415,4642,0,0,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,0
42,103,415,2973,0,0,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0
47,110,510,422,0,0,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0
47,121,408,3375,0,0,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,0
45,118,415,3380,0,0,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,0
3,137,415,2241,0,0,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2,0
36,101,408,4065,0,0,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,0
13,95,415,3414,0,1,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,0
0,52,415,1545,0,1,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,0
21,123,408,2802,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,0
28,51,510,522,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0
46,72,415,4790,0,1,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,0
6,141,408,2086,0,0,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,0
15,99,415,3672,1,0,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0
11,105,510,3484,0,0,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,4,3.51,1,0
20,140,415,4469,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,0
26,80,415,1802,0,0,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,0
34,64,408,4990,0,0,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0
26,126,415,884,0,1,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1
8,138,510,2780,1,0,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1
3,127,415,2395,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0
41,122,415,4177,1,1,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0
44,91,415,2786,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0
49,54,510,1353,0,1,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0
21,105,408,4134,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0
12,73,415,4321,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0
30,149,415,2153,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1
34,87,415,3763,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0
2,68,510,2511,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0
6,95,415,2464,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0
23,173,510,2348,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1
34,98,408,3978,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0
50,16,415,3802,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0
10,107,510,2997,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0
19,34,415,2428,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1
3,100,415,277,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0
40,100,510,1114,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0
46,63,415,1259,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0
43,66,415,3922,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0
42,127,415,650,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0
42,130,408,3851,0,0,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,0
17,124,415,722,0,0,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,0
2,116,415,3626,0,1,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,0
16,138,510,1898,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,0
37,95,415,1953,0,0,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0
45,102,408,1089,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0
24,138,415,4239,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,0
12,1,408,177,0,1,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,0
9,148,510,3508,1,0,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,0
16,101,510,4515,0,1,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,0
8,80,415,2532,0,0,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,0
5,86,408,4862,0,0,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,0
32,107,415,4202,0,0,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,1
42,94,408,2130,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0
22,146,408,4114,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1
43,92,510,504,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0
36,105,510,4084,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1
7,91,415,2974,0,1,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0
19,88,408,2901,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0
32,113,510,2064,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0
11,131,415,4182,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,0
39,116,510,4483,0,0,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,0
17,72,408,4234,0,0,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,0
41,52,510,1651,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,0
45,103,510,3431,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0
47,71,408,1465,0,0,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,0
33,177,415,4696,0,1,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0
42,112,415,640,0,0,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,1
8,99,415,4612,0,0,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,0
20,84,510,2179,0,0,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,0
5,89,415,3197,0,0,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,0
16,93,415,4794,0,0,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,0
38,28,415,364,0,0,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,0
20,165,415,3708,0,1,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,0
33,69,415,3116,0,0,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,0
12,81,510,37,0,0,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,0
25,121,415,877,0,1,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,0
35,164,510,1015,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,0
18,82,415,1374,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,0
22,127,510,1602,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0
13,73,510,3486,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0
23,122,415,3211,0,0,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0
1,82,408,4180,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0
34,40,408,4695,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0
20,29,510,2070,0,0,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0
25,69,510,801,0,1,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,0
39,127,415,3790,0,1,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,0
26,73,408,3524,0,1,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0
49,43,415,1095,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0
40,212,415,496,0,0,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
27,72,415,2145,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0
11,155,415,1007,1,1,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,0
9,166,510,2075,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1
34,99,415,3439,0,0,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,0
24,160,415,1039,0,0,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,0
1,121,415,4593,0,0,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0
44,91,510,2235,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0
27,88,408,4579,0,1,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0
34,78,510,1818,0,0,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0
43,123,408,91,0,0,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0
38,97,510,1995,1,0,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,1
25,43,510,1632,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0
6,90,415,1051,0,0,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,0
49,94,415,3574,0,1,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,0
35,68,510,2788,0,0,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
48,70,415,2729,0,0,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,0
12,100,408,2668,0,0,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0
49,154,408,3865,0,1,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,0
32,118,415,2355,0,1,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,0
37,69,408,2507,0,0,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,0
17,109,415,2963,0,0,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,0
18,124,510,1085,0,0,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,1
