state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
43,84,408,644,0,0,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0
33,64,415,3580,0,0,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,0
25,126,415,1901,0,0,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,0
41,128,408,2349,0,1,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,0
32,141,415,1280,0,1,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,0
16,46,510,1990,0,0,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,1
35,100,510,3037,0,0,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,1
22,81,415,4253,0,0,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,0
2,59,510,862,0,1,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0
13,79,510,712,0,1,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0
21,75,408,818,1,0,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1
16,143,408,4200,0,1,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,0
32,65,415,2539,0,0,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,0
43,58,408,4876,0,1,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,0
9,64,408,4394,0,1,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,0
5,90,408,3456,0,1,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,0
32,30,415,4121,0,0,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,0
21,88,415,4898,0,0,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1,0
2,54,415,3585,0,1,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0
4,96,510,726,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,0
45,34,415,3410,0,0,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,0
10,112,415,1131,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,0
34,65,510,2922,0,0,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,0
29,189,415,4768,0,1,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,0
26,96,415,220,0,0,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,0
49,121,415,249,0,0,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0
24,106,415,708,0,0,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0.0,0,0.0,2,0
21,151,415,1333,0,1,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0
44,68,415,3700,0,0,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,1
18,106,408,2429,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0
5,22,510,1,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0
27,27,408,956,0,0,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0
38,69,415,3290,0,0,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,0
3,113,415,1006,0,1,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,0
21,108,510,3951,0,0,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,0
35,83,510,809,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0
32,153,408,817,0,0,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0
10,27,510,3992,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0
6,155,510,2776,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0
20,52,415,1285,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0
35,119,415,3029,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0
50,125,415,2718,0,0,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,0
5,23,408,3427,0,0,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,0
31,42,415,4131,0,1,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0
27,43,415,381,0,0,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0
36,74,415,2039,0,0,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0
12,63,510,3906,0,0,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0
1,91,510,2642,0,1,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0
36,52,510,4513,0,1,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,0
37,48,415,4125,0,0,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,0
10,132,415,4796,0,0,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,0
18,154,510,3196,0,0,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0
50,185,415,4116,1,1,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,0
38,134,408,4292,0,0,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,0
1,72,415,847,0,0,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0
34,117,415,4655,0,0,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,0
42,108,408,1282,0,1,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
38,122,415,1786,0,0,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,0
47,161,415,2658,0,0,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,0
11,119,408,4816,0,1,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,0
16,128,415,1056,0,0,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
37,157,510,339,0,1,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,0
30,13,415,1554,0,0,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0
48,111,415,1223,0,1,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
7,123,415,4187,0,0,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
42,130,415,3085,0,1,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
47,29,415,3664,0,0,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
47,13,510,3655,0,1,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0
28,94,408,4298,0,0,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
25,126,415,4745,0,0,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
18,95,415,4446,0,0,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0
44,74,415,2596,0,0,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,0
18,162,510,2400,0,1,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,0
29,91,510,643,0,0,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0
13,56,510,2697,0,0,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
44,73,415,3523,0,0,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,0
19,40,408,1266,0,1,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1
19,56,510,3857,0,0,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,0
37,129,408,2828,0,0,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0
47,171,408,4834,0,0,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,1
34,137,415,3212,1,0,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0
6,100,415,3209,0,0,0,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,7.3,1,1.97,2,0
30,124,415,2245,0,0,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0
16,126,408,2722,0,0,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,1
47,55,408,1595,0,0,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,1
12,118,415,242,0,0,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,0
34,89,415,4286,0,0,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,0
14,58,415,4052,1,1,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,0
27,170,415,2028,0,0,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0
45,115,415,2088,0,0,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,0
29,70,415,4965,0,0,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,0
25,73,415,4475,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1
27,103,510,2675,0,0,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,0
49,11,510,4849,0,1,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,0
44,133,408,3728,0,1,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1
24,131,408,3061,0,0,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0
40,145,408,2591,0,0,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,0
8,67,415,4557,1,1,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1
38,140,408,485,0,0,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,0
30,121,510,999,0,1,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0
10,189,408,464,0,0,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0
42,1,415,431,0,0,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0
30,50,408,634,0,0,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0
40,64,510,324,0,1,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0
23,142,510,1502,0,1,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0
34,92,408,1076,0,0,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0
24,22,408,2426,0,1,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,0
30,174,408,463,0,0,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0
28,62,510,691,0,0,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0
36,155,415,27,0,1,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,0
41,75,408,417,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0
9,106,408,2965,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0
23,161,415,3510,0,1,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0
19,57,510,1301,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0
48,120,415,4577,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0
6,89,415,4606,0,0,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0
39,83,415,370,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0
35,29,408,3936,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0
48,107,408,3389,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0
49,124,510,1479,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0
45,136,408,4438,0,0,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0
44,111,510,1038,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0
46,95,510,3557,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0
37,95,415,1093,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1
37,140,415,297,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1
8,96,415,939,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0
13,24,408,755,0,1,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0
49,50,510,1626,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0
25,111,415,4059,0,1,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,0
33,115,415,363,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1
23,68,510,2228,0,0,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0
47,66,415,477,0,0,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0
32,111,415,1101,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1
34,21,415,407,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,0
1,68,510,889,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0
41,97,415,2986,0,0,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0
29,21,510,4255,0,0,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0
5,156,408,2577,1,0,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,0
29,56,510,4268,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0
1,70,415,958,0,0,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,0
37,87,510,3534,0,1,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0
47,97,408,2418,0,0,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1
40,77,510,2207,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1
30,120,510,3538,0,1,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0
48,107,510,3566,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0
17,39,415,1681,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1
29,76,415,376,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1
47,117,408,2795,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,0
15,68,510,172,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1
1,85,415,2163,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0
6,124,415,239,0,0,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0
45,90,415,2097,0,0,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0
33,125,510,454,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0
25,158,510,4427,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0
29,77,415,1175,0,0,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,0
19,81,510,3974,0,0,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,0
33,118,510,2789,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0
34,156,408,537,0,0,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,0
34,119,415,816,0,0,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,0
29,64,408,1745,0,0,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0
15,119,510,2850,0,0,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0
26,60,415,3126,0,0,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,0
47,132,415,2212,0,0,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,0
28,56,415,3688,0,0,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,0
48,162,408,4510,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0
24,109,415,3225,0,0,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,0
0,52,510,4599,0,0,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,0
50,146,408,1080,0,0,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0
28,48,415,4073,0,0,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0
6,33,510,4445,0,0,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0
24,85,415,2112,0,0,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
30,74,408,4522,0,0,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1
43,123,408,4685,0,0,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0
4,138,510,3179,1,0,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,1
46,46,408,2378,0,0,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0
23,129,510,2150,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0
1,100,415,2583,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
32,105,415,1839,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0
44,89,415,975,0,0,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0
50,126,408,663,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0
35,109,415,1881,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
13,170,510,823,0,1,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,0
32,41,415,20,0,0,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1
18,133,415,1748,0,0,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0
6,112,415,4802,0,1,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,0
22,116,408,2674,0,0,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,1
0,97,415,2738,0,1,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,0
19,120,415,4540,0,0,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,0
