V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,Class
4.982,2.3549,0,0,2,0,0,40.0,0,2,2,-0.18600000000000003,3.3289999999999997,0.762,10.226,6,1.015,1.129,0,0,0,1.216,3,0,0,0,2.424,0.004,0,22.105999999999998,1.0270000000000001,2,0,2,1,3.673,2.682,1,8.272,0,0,1
5.313,3.4071,1,0,3,0,2,31.6,0,2,4,0.0,3.492,1.16,10.388,4,1.031,1.136,0,0,0,1.244,1,0,0,0,2.311,-0.008,0,21.362,1.8330000000000002,0,2,3,4,4.725,3.114,2,9.499,0,0,1
5.646,4.8079,2,0,0,2,0,25.0,2,0,0,0.0,4.249,0.8109999999999999,10.505,0,1.27,1.286,0,0,2,1.138,0,1,0,0,2.303,-0.098,0,0.0,1.411,0,0,0,0,6.925,5.0,0,12.274000000000001,0,6,1
4.958,3.552,0,0,1,0,3,38.9,1,3,3,0.0,3.375,1.16,10.099,6,1.041,1.1320000000000001,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.514,1.6019999999999999,0,2,2,1,3.8760000000000003,3.182,1,8.601,0,0,1
4.562,3.173,1,0,0,0,2,46.2,0,1,0,0.0,3.7960000000000003,0.875,9.54,2,1.016,1.1,0,0,0,1.347,1,1,0,0,2.17,0.045,1,0.0,1.14,0,2,0,1,6.879,2.51,0,11.593,0,1,1
4.596,3.2243,1,0,0,0,2,46.2,0,1,0,0.0,3.7960000000000003,0.875,9.54,2,1.016,1.1,0,0,0,1.355,1,1,0,0,2.175,0.045,1,0.0,1.069,0,2,0,1,6.88,2.51,0,11.593,0,1,1
4.732,3.2896,1,0,0,0,2,46.2,0,1,0,0.0,3.7960000000000003,0.875,9.579,2,1.016,1.1,0,0,0,1.351,1,1,0,0,2.194,0.045,1,0.0,0.8540000000000001,0,2,0,1,6.88,2.51,0,11.593,0,1,1
4.562,1.9651,0,0,0,0,2,48.3,0,1,0,0.0,3.609,0.0,10.054,4,0.983,1.107,0,0,0,1.296,2,0,0,0,2.194,0.0,0,0.0,4.13,0,0,0,0,3.5869999999999997,1.989,0,8.536,0,0,1
4.975,3.2319,0,0,2,0,2,37.9,2,2,1,-0.43200000000000005,3.525,1.733,10.222000000000001,6,0.998,1.1320000000000001,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0,1,0,1,3.713,2.381,1,8.464,0,0,1
5.236000000000001,3.8407,5,0,0,0,6,46.2,0,1,0,0.0,5.0169999999999995,0.799,10.434000000000001,2,1.0859999999999999,1.051,0,0,0,1.5419999999999998,1,1,0,0,2.414,0.004,1,0.0,0.873,0,6,0,1,6.982,2.479,0,13.184000000000001,0,5,1
5.221,2.7448,6,0,0,0,10,48.1,0,2,0,0.0,4.379,0.74,10.991,6,1.07,1.095,0,0,0,1.3359999999999999,2,0,1,0,2.449,0.0,0,0.0,3.068,0,8,0,2,4.183,2.802,0,9.891,0,6,1
5.119,3.0152,0,0,6,0,4,45.5,0,0,6,0.0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.3019999999999998,3,0,0,0,2.394,-0.002,0,0.0,1.0979999999999999,0,2,4,4,3.9210000000000003,2.222,2,8.577,0,0,1
4.837,3.2718,1,0,6,0,0,28.1,3,0,13,0.0,3.665,1.621,10.229,0,0.996,1.153,0,0,0,1.232,1,0,0,0,2.307,-0.001,0,0.0,2.315,0,0,3,2,3.9389999999999996,2.1109999999999998,5,8.797,0,0,1
5.715,2.0229,0,0,4,1,7,43.3,0,2,6,-0.299,4.337,0.971,11.472000000000001,9,0.991,1.122,0,0,0,1.275,5,0,0,0,2.617,0.0,0,13.095999999999998,2.313,1,3,6,0,3.97,2.099,3,9.415,1,0,1
5.468,2.0989,0,0,7,0,9,50.0,0,6,8,-1.693,4.31,0.82,11.288,18,1.04,1.1079999999999999,0,1,0,1.261,7,0,0,1,2.583,0.0,0,48.901,2.801,0,5,6,3,4.061,2.887,2,9.531,0,0,1
5.32,2.628,0,0,2,1,2,42.9,3,0,3,1.361,3.4539999999999997,0.773,10.617,0,0.975,1.122,0,0,0,1.3,3,0,0,0,2.428,0.001,0,0.0,1.204,1,1,5,1,3.792,1.9040000000000001,1,8.475,0,0,1
3.4139999999999997,2.1303,2,0,0,0,0,25.0,2,0,0,0.0,4.047,1.0,7.4079999999999995,0,1.014,1.1159999999999999,0,0,0,1.5,0,1,0,0,1.618,-0.501,0,0.0,1.7069999999999999,0,0,0,0,6.901,2.125,0,12.252,0,2,1
5.271,5.431,1,0,0,0,0,30.0,6,4,0,0.0,4.187,2.826,10.853,15,0.978,1.1420000000000001,0,0,0,1.194,0,0,0,0,2.298,0.0,0,13.429,3.847,0,0,0,0,4.416,1.959,0,9.317,0,0,1
5.2010000000000005,3.8748,0,0,2,0,3,40.0,0,6,3,-3.157,3.707,1.254,10.498,12,1.092,1.129,0,1,0,1.1740000000000002,1,0,0,0,2.404,-0.001,0,42.199,1.609,0,1,2,2,3.94,3.7560000000000002,1,8.937000000000001,0,0,1
5.392,2.6779,2,0,2,0,6,36.8,0,6,4,0.0,4.263999999999999,1.018,11.255,12,1.043,1.121,0,0,0,1.244,2,0,0,0,2.416,0.0,0,45.607,4.149,0,4,4,6,4.747,3.16,2,10.25,0,0,1
5.995,3.0045,6,0,0,3,0,39.1,0,4,0,-3.753,4.3180000000000005,1.053,11.51,8,1.1159999999999999,1.112,0,0,0,1.278,3,0,1,0,2.7889999999999997,0.0,0,22.691,1.075,4,0,0,2,4.405,3.355,0,9.839,0,6,1
5.02,1.5772,2,2,14,0,8,45.7,2,4,20,-2.182,4.79,0.774,11.501,6,1.018,1.1179999999999999,0,0,0,1.2890000000000001,4,0,1,0,2.3930000000000002,0.0,0,49.391000000000005,7.983,0,6,18,2,4.005,2.543,6,9.977,0,2,1
5.325,3.1038,4,0,2,0,6,50.0,0,2,2,-1.249,4.0489999999999995,0.789,10.761,6,1.114,1.095,0,0,0,1.331,3,0,1,0,2.5340000000000003,0.0,0,22.671,1.13,0,4,2,1,4.274,3.085,1,9.567,0,4,1
5.098,3.4015,0,0,0,1,0,26.1,4,1,0,0.0,2.859,1.5,9.872,0,0.983,1.157,0,0,0,1.138,0,0,0,0,2.112,-0.073,0,0.0,2.472,0,0,4,2,3.2710000000000004,2.344,1,7.382999999999999,0,0,1
4.38,3.3651,0,2,4,0,0,23.1,0,2,4,-0.439,3.343,2.252,9.65,2,1.018,1.173,2,0,0,1.115,0,0,0,0,2.0469999999999997,-0.008,0,21.129,4.178,0,0,4,6,3.366,3.028,4,8.066,0,0,1
4.675,4.5744,0,0,0,0,0,27.3,0,6,0,-3.785,3.49,1.776,10.007,0,1.073,1.155,0,0,0,1.099,0,0,0,0,2.175,0.005,0,30.436,2.211,0,0,3,3,3.488,3.885,1,8.405,0,0,1
4.739,2.1754,0,0,3,0,3,42.9,2,0,6,0.0,3.72,1.085,10.360999999999999,0,0.9790000000000001,1.123,0,0,0,1.288,2,0,0,1,2.279,0.0,0,0.0,3.551,0,3,8,2,3.688,1.9609999999999999,2,8.671,0,0,1
5.268,3.9791,4,0,6,0,6,57.1,0,0,4,0.0,4.005,1.197,10.51,0,1.099,1.085,0,0,0,1.399,1,0,1,0,2.439,0.001,0,0.0,1.0979999999999999,0,4,2,0,4.262,3.103,2,9.544,0,4,1
4.876,2.3994,0,0,10,0,4,42.9,2,0,10,0.401,3.793,0.662,10.515999999999998,0,0.985,1.126,0,0,0,1.2890000000000001,2,0,0,0,2.298,0.0,0,0.0,4.008,0,2,4,3,3.742,2.102,3,8.832,0,0,1
5.092,2.3662,0,0,0,0,2,41.9,2,0,0,0.0,3.418,0.985,10.296,0,0.966,1.121,0,0,0,1.2930000000000001,3,0,0,0,2.387,0.001,0,0.0,1.554,1,0,0,0,3.696,1.7309999999999999,0,8.28,0,0,1
4.303,3.1007,1,0,0,0,0,41.7,1,0,0,0.0,2.938,0.862,9.067,0,0.977,1.097,0,0,0,1.439,1,0,0,0,2.115,0.125,0,0.0,0.956,0,0,0,0,4.069,1.9169999999999998,0,8.506,0,0,1
4.414,3.1554,0,0,0,0,0,42.9,1,0,2,0.0,2.8680000000000003,0.802,9.183,0,0.982,1.125,0,0,0,1.298,1,0,0,0,2.101,-0.077,0,0.0,0.975,0,0,2,0,3.573,2.095,1,7.817,0,0,1
5.218999999999999,2.2204,0,0,0,1,0,39.6,5,3,0,2.753,3.964,1.3619999999999999,11.07,11,0.9890000000000001,1.126,0,0,0,1.2570000000000001,2,0,0,0,2.616,0.0,0,24.463,4.0969999999999995,2,0,0,0,3.7910000000000004,2.322,0,9.014,0,0,1
3.932,3.2848,0,0,0,0,0,40.0,1,0,0,0.0,3.303,2.585,9.11,0,0.965,1.125,0,0,0,1.304,0,0,0,0,1.942,-0.006999999999999999,0,0.0,4.891,0,0,0,0,3.2439999999999998,1.9580000000000002,0,7.937,0,0,1
3.6180000000000003,2.2995,2,0,0,0,0,27.3,2,0,0,0.0,4.081,1.5219999999999998,7.853,0,0.9990000000000001,1.122,0,0,0,1.43,0,1,0,0,1.732,0.319,0,0.0,2.094,0,0,0,0,6.872999999999999,2.0,0,12.253,0,2,1
3.7319999999999998,2.4553,2,0,0,0,0,28.6,2,0,0,0.0,3.09,1.585,8.16,0,1.005,1.14,0,0,0,1.258,0,0,1,0,1.8019999999999998,-0.21100000000000002,0,0.0,2.488,0,0,0,0,3.5780000000000003,2.37,0,8.315,0,2,1
5.197,3.9762,0,0,0,1,0,30.4,3,2,0,0.168,3.0269999999999997,1.436,10.091000000000001,2,0.993,1.145,0,0,0,1.177,0,0,0,0,2.194,0.044000000000000004,0,10.538,2.176,0,0,0,0,3.4339999999999997,2.546,0,7.817,0,0,1
4.17,3.2655,0,0,0,0,0,25.0,0,1,0,0.0,2.488,0.971,8.597000000000001,2,1.0070000000000001,1.163,0,0,0,1.161,0,0,0,0,1.848,0.397,0,9.431000000000001,1.5419999999999998,0,0,0,0,3.2319999999999998,3.0,1,7.151,0,0,1
4.0,3.0897,1,0,0,0,0,20.0,0,1,0,0.0,2.615,0.8109999999999999,8.318,0,1.005,1.138,0,0,0,1.288,0,0,0,0,1.732,-0.557,0,9.556000000000001,1.0,0,0,0,0,4.218,3.056,0,8.637,0,0,1
5.284,5.2824,3,0,0,0,0,26.3,2,6,0,-1.0090000000000001,4.0280000000000005,2.187,10.651,10,1.024,1.131,0,0,0,1.244,0,0,0,0,2.314,0.0,0,23.28,2.965,0,0,0,0,4.823,2.7089999999999996,0,9.752,0,0,1
5.303,4.066,2,0,0,1,0,26.3,4,2,0,0.0,4.229,1.392,10.052999999999999,6,1.022,1.136,0,0,0,1.25,0,1,0,0,2.2359999999999998,0.043,0,0.0,1.1640000000000001,0,0,0,2,6.874,2.75,0,12.258,0,2,1
4.732,3.3706,0,0,1,0,1,42.9,0,2,2,0.0,3.193,1.187,9.642000000000001,4,1.037,1.125,0,1,0,1.2409999999999999,1,0,0,0,2.194,-0.027000000000000003,0,20.012999999999998,1.659,0,1,2,0,3.813,3.074,1,8.405,0,0,1
4.77,3.3837,0,0,1,0,2,40.0,0,3,2,0.0,3.299,1.185,9.882,6,1.057,1.13,0,1,0,1.212,1,0,0,0,2.2359999999999998,0.015,0,20.072,1.74,0,2,2,1,3.8339999999999996,3.333,1,8.516,0,0,1
4.0,2.0,0,0,0,0,0,33.3,0,0,0,0.0,3.22,0.0,9.314,0,0.961,1.138,0,0,0,1.205,1,0,0,0,2.0,0.003,0,0.0,1.244,0,0,0,0,3.009,1.5,0,7.439,0,0,1
5.096,2.7457,6,0,0,0,8,52.2,0,1,0,0.0,5.261,0.7490000000000001,10.806,4,1.0490000000000002,1.058,0,0,0,1.5130000000000001,2,1,0,0,2.396,0.0,1,0.0,3.141,0,8,0,0,6.954,2.175,0,13.369000000000002,0,6,1
4.782,3.0562,0,0,1,0,2,40.0,0,2,2,-0.8959999999999999,3.324,1.273,9.947000000000001,4,1.015,1.129,0,0,0,1.215,1,0,0,0,2.251,-0.008,0,10.38,1.9509999999999998,0,1,2,2,3.708,2.773,1,8.322000000000001,0,0,1
3.0,1.7389,1,0,0,0,0,25.0,2,0,0,0.0,3.426,0.9179999999999999,6.593999999999999,0,0.985,1.136,0,0,0,1.383,0,1,0,0,1.4140000000000001,0.691,0,0.0,1.3330000000000002,0,0,0,0,6.867000000000001,2.083,0,11.561,0,1,1
5.051,3.532,0,0,2,0,0,30.0,2,6,2,-0.794,4.2139999999999995,3.5460000000000003,10.717,9,0.991,1.146,0,0,0,1.141,0,0,0,0,2.291,0.0,0,11.784,10.985999999999999,0,0,2,6,3.5189999999999997,2.435,1,8.71,0,0,1
3.6180000000000003,2.4524,0,0,0,0,0,30.8,1,1,0,0.0,2.452,1.5219999999999998,7.853,1,0.9890000000000001,1.1440000000000001,0,0,0,1.189,0,0,0,0,1.732,0.363,0,9.405,2.094,0,0,0,0,3.0580000000000003,2.8,0,6.888999999999999,0,0,2
4.56,4.4123,0,0,0,0,0,33.3,4,4,0,-0.945,3.9789999999999996,3.022,10.432,10,0.987,1.139,0,0,0,1.183,0,0,0,0,2.156,0.0,0,23.320999999999998,6.935,0,0,0,0,3.542,2.25,0,8.631,0,0,2
4.896,3.4023,0,0,0,0,3,40.9,0,3,0,0.0,3.404,1.2990000000000002,10.027000000000001,6,1.018,1.123,0,0,0,1.219,1,0,0,0,2.301,0.004,0,10.378,1.541,0,2,0,0,3.7439999999999998,2.583,0,8.369,0,0,2
3.6180000000000003,2.2408,0,0,1,0,0,25.0,2,0,1,0.0,2.359,1.5219999999999998,7.853,0,0.97,1.161,0,0,0,1.133,0,0,0,0,1.732,0.32299999999999995,0,0.0,2.094,0,0,1,2,2.8110000000000004,2.1,1,6.385,0,0,2
3.7319999999999998,2.7566,0,0,0,0,0,25.0,2,2,0,0.0,2.597,1.585,8.16,0,1.005,1.156,0,0,0,1.077,0,0,0,0,1.8019999999999998,-0.237,0,0.0,2.488,0,0,0,1,2.9610000000000003,2.667,0,6.8020000000000005,0,0,2
4.3469999999999995,3.0077,0,0,0,0,0,31.7,1,2,0,-0.071,3.477,2.79,9.619,3,0.9790000000000001,1.1420000000000001,0,0,0,1.178,0,0,0,0,2.017,0.001,0,10.797,5.864,0,0,0,0,3.3569999999999998,2.0780000000000003,0,7.954,0,0,2
4.947,4.4275,0,0,0,0,0,25.0,0,6,0,-3.537,3.2489999999999997,1.371,9.956,6,1.101,1.156,0,0,0,1.036,0,0,0,0,2.214,-0.03,0,19.544,2.2319999999999998,0,0,0,4,3.565,4.4,0,8.152000000000001,0,0,2
5.0889999999999995,1.8308,0,0,0,0,2,40.0,0,4,0,-0.809,4.0489999999999995,0.49,10.802999999999999,14,0.996,1.125,0,0,0,1.213,3,0,0,0,2.373,0.0,0,25.000999999999998,4.39,0,0,0,0,3.8,2.222,0,8.91,2,0,2
4.91,2.8789,0,0,0,0,3,52.6,0,1,0,0.0,3.3569999999999998,0.629,10.06,2,0.993,1.0979999999999999,0,0,0,1.319,3,0,0,0,2.333,0.004,0,0.0,1.207,0,1,0,1,3.86,2.273,0,8.487,0,0,2
4.303,3.4665,0,0,0,0,0,21.4,0,1,2,-0.157,2.66,1.459,8.815,2,1.013,1.175,0,0,0,1.081,0,0,0,0,1.932,-0.251,0,9.958,1.745,0,0,0,2,3.346,2.944,2,7.353,0,0,1
5.016,2.3633,0,0,0,0,0,40.9,1,3,0,0.508,3.4130000000000003,0.799,10.366,8,1.018,1.123,0,0,0,1.215,3,0,0,0,2.441,-0.002,0,22.148000000000003,1.197,2,0,0,0,3.707,2.681,0,8.396,0,0,1
6.294,7.4499,0,0,0,9,0,30.6,2,1,0,0.0,4.487,1.805,12.164000000000001,1,1.255,1.3330000000000002,0,0,0,0.9059999999999999,0,0,0,0,2.676,0.0,0,0.0,4.437,0,0,0,1,3.97,5.627999999999999,0,9.463,0,20,1
5.0,2.595,0,1,6,0,2,48.0,0,1,8,0.0,3.647,0.7809999999999999,10.242,2,1.003,1.115,0,0,0,1.29,2,0,0,0,2.327,0.0,0,10.782,2.451,0,2,6,0,3.728,2.356,2,8.668,0,0,1
5.006,3.7881,0,0,2,0,3,35.3,0,5,4,0.0,3.591,1.23,10.309000000000001,10,1.101,1.145,0,2,0,1.185,1,0,0,0,2.338,-0.003,0,40.816,1.8730000000000002,0,3,4,1,3.9410000000000003,3.7689999999999997,2,8.927,0,0,1
4.935,3.5332,3,0,0,0,4,46.2,0,1,0,0.0,3.66,0.861,10.06,2,1.073,1.099,0,0,0,1.3330000000000002,1,0,1,0,2.303,0.015,0,0.0,1.047,0,4,0,1,4.119,2.9,0,9.154,0,3,1
5.31,3.4316,1,0,2,0,1,35.3,0,2,2,0.0,3.415,1.185,10.25,4,1.028,1.123,0,0,0,1.261,1,0,0,0,2.2880000000000003,0.013999999999999999,0,21.221,1.726,0,1,1,2,4.725,3.0580000000000003,1,9.463,0,0,1
5.187,2.1504,0,0,0,0,0,43.5,1,3,0,0.6659999999999999,3.5069999999999997,0.773,10.68,8,1.0170000000000001,1.1179999999999999,0,0,0,1.256,6,0,0,0,2.597,-0.001,0,22.622,1.14,4,0,0,0,3.799,2.5639999999999996,0,8.551,0,0,1
